"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0101002"	"Cluster NR"	"GO:0101002"	"ficolin-1-rich granule"	"11/383"	"154/11029"	0.0183978796544378	0.0183978796544378	0.991650102640815	"ARL8A/ATG7/CANT1/CTSB/CTSH/CTSZ/DIAPH1/DOK3/GNS/PGM2/PRCP"	11
"GO:0099061"	"Cluster NR"	"GO:0099061"	"integral component of postsynaptic density membrane"	"4/383"	"30/11029"	0.0192156990915722	0.0192156990915722	0.991650102640815	"ERBB4/GRIA1/PTPRO/SORCS3"	4
"GO:0099060"	"Cluster NR"	"GO:0099060"	"integral component of postsynaptic specialization membrane"	"5/383"	"45/11029"	0.0192305063239616	0.0192305063239616	0.991650102640815	"ERBB4/GRIA1/NLGN1/PTPRO/SORCS3"	5
"GO:0005793"	"Cluster NR"	"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"8/383"	"99/11029"	0.0216372265141682	0.0216372265141682	0.991650102640815	"CA4/CNIH4/CTSZ/GRIA1/LMAN1L/LRPAP1/PROM1/UGGT1"	8
"GO:0098948"	"Cluster NR"	"GO:0098948"	"intrinsic component of postsynaptic specialization membrane"	"5/383"	"47/11029"	0.0228315754493922	0.0228315754493922	0.991650102640815	"ERBB4/GRIA1/NLGN1/PTPRO/SORCS3"	5
"GO:0099146"	"Cluster NR"	"GO:0099146"	"intrinsic component of postsynaptic density membrane"	"4/383"	"32/11029"	0.0238894560775103	0.0238894560775103	0.991650102640815	"ERBB4/GRIA1/PTPRO/SORCS3"	4
"GO:0098839"	"Cluster NR"	"GO:0098839"	"postsynaptic density membrane"	"5/383"	"50/11029"	0.0290060982641773	0.0290060982641773	0.991650102640815	"ERBB4/GRIA1/KCNH1/PTPRO/SORCS3"	5
"GO:0055037"	"Cluster NR"	"GO:0055037"	"recycling endosome"	"9/383"	"125/11029"	0.0299257537504034	0.0299257537504034	0.991650102640815	"AKAP5/CLCN4/CLN3/GRIA1/NDRG1/NEU3/PLEKHJ1/RAP2B/RAP2C"	9
"GO:0055038"	"Cluster NR"	"GO:0055038"	"recycling endosome membrane"	"6/383"	"68/11029"	0.0302839159402507	0.0302839159402507	0.991650102640815	"CLCN4/GRIA1/NDRG1/NEU3/RAP2B/RAP2C"	6
"GO:0099634"	"Cluster NR"	"GO:0099634"	"postsynaptic specialization membrane"	"6/383"	"68/11029"	0.0302839159402507	0.0302839159402507	0.991650102640815	"ERBB4/GRIA1/KCNH1/NLGN1/PTPRO/SORCS3"	6
"GO:0070820"	"Cluster NR"	"GO:0070820"	"tertiary granule"	"9/383"	"127/11029"	0.0326836569016971	0.0326836569016971	0.991650102640815	"ARL8A/CANT1/CTSH/DIAPH1/DOK3/PLAU/PRCP/RAP2B/RAP2C"	9
"GO:0098637"	"Cluster NR"	"GO:0098637"	"protein complex involved in cell-matrix adhesion"	"2/383"	"10/11029"	0.0450100810121284	0.0450100810121284	0.991650102640815	"MMRN1/PLAU"	2
"GO:0099699"	"Cluster NR"	"GO:0099699"	"integral component of synaptic membrane"	"7/383"	"95/11029"	0.0470085632603246	0.0470085632603246	0.991650102640815	"ERBB4/GRIA1/KCNA2/KCNH1/NLGN1/PTPRO/SORCS3"	7
"GO:0060076"	"Cluster NR"	"GO:0060076"	"excitatory synapse"	"3/383"	"24/11029"	0.0490163865711087	0.0490163865711087	0.991650102640815	"AKAP5/GRIA1/NLGN1"	3
"GO:0030062"	"Cluster NR"	"GO:0030062"	"mitochondrial tricarboxylic acid cycle enzyme complex"	"2/383"	"11/11029"	0.0537748456722513	0.0537748456722513	0.991650102640815	"MRPS36/SUCLG2"	2
"GO:0044754"	"Cluster NR"	"GO:0044754"	"autolysosome"	"2/383"	"11/11029"	0.0537748456722513	0.0537748456722513	0.991650102640815	"CLN3/PIK3C3"	2
"GO:0089717"	"Cluster NR"	"GO:0089717"	"spanning component of membrane"	"2/383"	"11/11029"	0.0537748456722513	0.0537748456722513	0.991650102640815	"ERBB4/NLGN1"	2
"GO:0098791"	"Cluster NR"	"GO:0098791"	"Golgi apparatus subcompartment"	"13/383"	"231/11029"	0.0594482464130315	0.0594482464130315	0.991650102640815	"ARFIP2/BACE2/CA4/CANT1/CLN3/CORO7/GCNT1/GOLIM4/GPR89A/MS4A6E/PLEKHJ1/SYS1/VCPIP1"	13
"GO:0098636"	"Cluster NR"	"GO:0098636"	"protein complex involved in cell adhesion"	"4/383"	"43/11029"	0.0610932511801687	0.0610932511801687	0.991650102640815	"ITGAE/MMRN1/NLGN1/PLAU"	4
"GO:0101003"	"Cluster NR"	"GO:0101003"	"ficolin-1-rich granule membrane"	"4/383"	"43/11029"	0.0610932511801687	0.0610932511801687	0.991650102640815	"ARL8A/DIAPH1/DOK3/PRCP"	4
"GO:0099240"	"Cluster NR"	"GO:0099240"	"intrinsic component of synaptic membrane"	"7/383"	"102/11029"	0.0642400742257671	0.0642400742257671	0.991650102640815	"ERBB4/GRIA1/KCNA2/KCNH1/NLGN1/PTPRO/SORCS3"	7
"GO:0098982"	"Cluster NR"	"GO:0098982"	"GABA-ergic synapse"	"4/383"	"44/11029"	0.0654446696209995	0.0654446696209995	0.991650102640815	"ERBB4/NLGN1/NRG1/PTPRO"	4
"GO:0098552"	"Cluster NR"	"GO:0098552"	"side of membrane"	"21/383"	"425/11029"	0.0658712534145057	0.0658712534145057	0.991650102640815	"ADA/ADAM9/AKAP5/BLOC1S1/CA4/CAPN2/CD226/CSF3R/CTSB/G6PD/GFRA3/GNA11/ITGAE/MICB/MTSS1/NEU3/PDCD1/PDCD1LG2/PTK2B/SYK/THBS1"	21
"GO:0005759"	"Cluster NR"	"GO:0005759"	"mitochondrial matrix"	"17/383"	"329/11029"	0.0665271375204759	0.0665271375204759	0.991650102640815	"BLOC1S1/ERBB4/EXD2/FASTKD1/GLRX2/LARS2/MCEE/MRPL11/MRPL54/MRPS36/MTHFD1L/NT5M/OAT/POLDIP2/SOD2/SUCLG2/TXN2"	17
"GO:0009897"	"Cluster NR"	"GO:0009897"	"external side of plasma membrane"	"14/383"	"262/11029"	0.0728673683487139	0.0728673683487139	0.991650102640815	"ADA/ADAM9/CA4/CAPN2/CD226/CSF3R/CTSB/GFRA3/ITGAE/MICB/NEU3/PDCD1/PDCD1LG2/THBS1"	14
"GO:0097381"	"Cluster NR"	"GO:0097381"	"photoreceptor disc membrane"	"2/383"	"13/11029"	0.0728855565235599	0.0728855565235599	0.991650102640815	"GRK1/OPN4"	2
"GO:0000323"	"Cluster NR"	"GO:0000323"	"lytic vacuole"	"23/383"	"486/11029"	0.0815397383992795	0.0815397383992795	0.991650102640815	"ABCD1/ADA/ADRB2/ARL8A/BLOC1S1/CAPN2/CLCN4/CLN3/CLNK/CSF3R/CTSB/CTSH/CTSZ/GNA11/GNS/HEXB/NEU3/PIK3C3/PRCP/PRKCD/RAMP3/SIDT1/TFEB"	23
"GO:0005764"	"Cluster NR"	"GO:0005764"	"lysosome"	"23/383"	"486/11029"	0.0815397383992795	0.0815397383992795	0.991650102640815	"ABCD1/ADA/ADRB2/ARL8A/BLOC1S1/CAPN2/CLCN4/CLN3/CLNK/CSF3R/CTSB/CTSH/CTSZ/GNA11/GNS/HEXB/NEU3/PIK3C3/PRCP/PRKCD/RAMP3/SIDT1/TFEB"	23
"GO:0005767"	"Cluster NR"	"GO:0005767"	"secondary lysosome"	"2/383"	"14/11029"	0.0831380275162681	0.0831380275162681	0.991650102640815	"CLN3/PIK3C3"	2
"GO:0031233"	"Cluster NR"	"GO:0031233"	"intrinsic component of external side of plasma membrane"	"2/383"	"14/11029"	0.0831380275162681	0.0831380275162681	0.991650102640815	"ADAM9/CA4"	2
"GO:0005902"	"Cluster NR"	"GO:0005902"	"microvillus"	"4/383"	"48/11029"	0.0844028785882789	0.0844028785882789	0.991650102640815	"FMN2/IQGAP2/PROM1/TBC1D10A"	4
"GO:1904813"	"Cluster NR"	"GO:1904813"	"ficolin-1-rich granule lumen"	"7/383"	"111/11029"	0.091362951673514	0.091362951673514	0.991650102640815	"ATG7/CANT1/CTSB/CTSH/CTSZ/GNS/PGM2"	7
"GO:0005795"	"Cluster NR"	"GO:0005795"	"Golgi stack"	"6/383"	"90/11029"	0.0926058075441551	0.0926058075441551	0.991650102640815	"CANT1/CLN3/GCNT1/GOLIM4/GPR89A/VCPIP1"	6
"GO:0000313"	"mIDH2"	"GO:0000313"	"organellar ribosome"	"8/257"	"81/10365"	0.000863238421216234	0.000863238421216234	0.110501131928698	"MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6"	8
"GO:0005761"	"mIDH2"	"GO:0005761"	"mitochondrial ribosome"	"8/257"	"81/10365"	0.000863238421216234	0.000863238421216234	0.110501131928698	"MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6"	8
"GO:0030133"	"mIDH2"	"GO:0030133"	"transport vesicle"	"16/257"	"265/10365"	0.000920842766072479	0.000920842766072479	0.110501131928698	"ATP6V0C/BIN1/CA4/CLCN5/CLN3/CNST/COPZ1/DNM1L/EDN1/NGF/NTF3/PTPRN/SAR1B/SEC24D/SURF4/TRAPPC4"	16
"GO:0030315"	"mIDH2"	"GO:0030315"	"T-tubule"	"4/257"	"22/10365"	0.00189904546232937	0.00189904546232937	0.170914091609643	"ANK3/BIN1/KCNJ2/RTN2"	4
"GO:0098793"	"mIDH2"	"GO:0098793"	"presynapse"	"16/257"	"293/10365"	0.00259285436401069	0.00259285436401069	0.18668551420877	"ATP6V0C/BIN1/CLCN5/CLN3/DNM1L/EFNB3/GABRA5/KCNH1/NGF/NTF3/PCLO/PPP3CC/PTPRN/SLC29A2/SPHK1/TRAPPC4"	16
"GO:0000314"	"mIDH2"	"GO:0000314"	"organellar small ribosomal subunit"	"4/257"	"30/10365"	0.00609235396216678	0.00609235396216678	0.276074512312437	"MRPS10/MRPS2/MRPS28/MRPS6"	4
"GO:0005763"	"mIDH2"	"GO:0005763"	"mitochondrial small ribosomal subunit"	"4/257"	"30/10365"	0.00609235396216678	0.00609235396216678	0.276074512312437	"MRPS10/MRPS2/MRPS28/MRPS6"	4
"GO:0098798"	"mIDH2"	"GO:0098798"	"mitochondrial protein-containing complex"	"12/257"	"216/10365"	0.00756331958577693	0.00756331958577693	0.276074512312437	"CHCHD3/COX7A2L/MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/MTX1/PMPCB"	12
"GO:0005840"	"mIDH2"	"GO:0005840"	"ribosome"	"11/257"	"195/10365"	0.00928784099801268	0.00928784099801268	0.276074512312437	"MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/NUFIP2/RPL36/RPS21"	11
"GO:0008021"	"mIDH2"	"GO:0008021"	"synaptic vesicle"	"8/257"	"120/10365"	0.00989760270839578	0.00989760270839578	0.276074512312437	"ATP6V0C/BIN1/CLCN5/CLN3/DNM1L/NGF/NTF3/TRAPPC4"	8
"GO:0044391"	"mIDH2"	"GO:0044391"	"ribosomal subunit"	"10/257"	"172/10365"	0.0105445227856649	0.0105445227856649	0.276074512312437	"MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/RPL36/RPS21"	10
"GO:0030424"	"mIDH2"	"GO:0030424"	"axon"	"17/257"	"373/10365"	0.0115143565438728	0.0115143565438728	0.276074512312437	"ABL1/ACTR10/ANK3/BAG2/BIN1/COMT/GDI1/KCNH1/KIF13B/KIF5A/MAP4/NGF/NTF3/PCLO/PTPRN/RAB21/TUBB3"	17
"GO:0033017"	"mIDH2"	"GO:0033017"	"sarcoplasmic reticulum membrane"	"3/257"	"20/10365"	0.012570924914468	0.012570924914468	0.276074512312437	"FKBP1A/REEP5/RTN2"	3
"GO:0005791"	"mIDH2"	"GO:0005791"	"rough endoplasmic reticulum"	"5/257"	"57/10365"	0.0132220071606073	0.0132220071606073	0.276074512312437	"CA4/EDN1/FKRP/KCNJ2/RPS21"	5
"GO:0005740"	"mIDH2"	"GO:0005740"	"mitochondrial envelope"	"20/257"	"473/10365"	0.0138736419950111	0.0138736419950111	0.276074512312437	"ACAD11/CAPN2/CHCHD3/COX7A2L/CPT1A/DNM1L/FKBP8/HK1/MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/MTX1/NBR1/PMPCB/VAT1"	20
"GO:0016529"	"mIDH2"	"GO:0016529"	"sarcoplasmic reticulum"	"4/257"	"38/10365"	0.0140671002401727	0.0140671002401727	0.276074512312437	"ANK3/FKBP1A/REEP5/RTN2"	4
"GO:00304251"	"mIDH2"	"GO:0030425"	"dendrite"	"17/257"	"383/10365"	0.0146394515069936	0.0146394515069936	0.276074512312437	"ABL1/ANK3/BAG2/BIN1/CAPN2/COMT/GABRA5/KCNH1/KCNIP1/KCNJ2/KIF5A/MAP1S/NGF/NTF3/ROR2/TRAPPC4/TUBB3"	17
"GO:0070382"	"mIDH2"	"GO:0070382"	"exocytic vesicle"	"8/257"	"129/10365"	0.0148691497048465	0.0148691497048465	0.276074512312437	"ATP6V0C/BIN1/CLCN5/CLN3/DNM1L/NGF/NTF3/TRAPPC4"	8
"GO:0042383"	"mIDH2"	"GO:0042383"	"sarcolemma"	"5/257"	"59/10365"	0.0151939021172329	0.0151939021172329	0.276074512312437	"ANK3/BIN1/FKRP/KCNJ2/RTN2"	5
"GO:00974471"	"mIDH2"	"GO:0097447"	"dendritic tree"	"17/257"	"385/10365"	0.0153374729062465	0.0153374729062465	0.276074512312437	"ABL1/ANK3/BAG2/BIN1/CAPN2/COMT/GABRA5/KCNH1/KCNIP1/KCNJ2/KIF5A/MAP1S/NGF/NTF3/ROR2/TRAPPC4/TUBB3"	17
"GO:0019774"	"mIDH2"	"GO:0019774"	"proteasome core complex, beta-subunit complex"	"2/257"	"10/10365"	0.0241675346514516	0.0241675346514516	0.358345020917183	"PSMB3/PSMB5"	2
"GO:0016528"	"mIDH2"	"GO:0016528"	"sarcoplasm"	"4/257"	"46/10365"	0.026689068813626	0.026689068813626	0.358345020917183	"ANK3/FKBP1A/REEP5/RTN2"	4
"GO:0031966"	"mIDH2"	"GO:0031966"	"mitochondrial membrane"	"18/257"	"445/10365"	0.0282123158053842	0.0282123158053842	0.358345020917183	"ACAD11/CHCHD3/COX7A2L/CPT1A/DNM1L/FKBP8/HK1/MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/MTX1/PMPCB/VAT1"	18
"GO:0008076"	"mIDH2"	"GO:0008076"	"voltage-gated potassium channel complex"	"3/257"	"27/10365"	0.0284167127133752	0.0284167127133752	0.358345020917183	"KCNH1/KCNIP1/KCNJ2"	3
"GO:0001401"	"mIDH2"	"GO:0001401"	"SAM complex"	"2/257"	"11/10365"	0.0290614439040226	0.0290614439040226	0.358345020917183	"CHCHD3/MTX1"	2
"GO:0005677"	"mIDH2"	"GO:0005677"	"chromatin silencing complex"	"2/257"	"11/10365"	0.0290614439040226	0.0290614439040226	0.358345020917183	"RRP8/SUV39H1"	2
"GO:0140275"	"mIDH2"	"GO:0140275"	"MIB complex"	"2/257"	"11/10365"	0.0290614439040226	0.0290614439040226	0.358345020917183	"CHCHD3/MTX1"	2
"GO:1905369"	"mIDH2"	"GO:1905369"	"endopeptidase complex"	"5/257"	"70/10365"	0.0295569638654478	0.0295569638654478	0.358345020917183	"CAPN2/PSMB3/PSMB5/PSME2/UBE3C"	5
"GO:0005743"	"mIDH2"	"GO:0005743"	"mitochondrial inner membrane"	"13/257"	"292/10365"	0.0300273881681925	0.0300273881681925	0.358345020917183	"ACAD11/CHCHD3/COX7A2L/MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/MTX1/PMPCB"	13
"GO:00057591"	"mIDH2"	"GO:0005759"	"mitochondrial matrix"	"14/257"	"323/10365"	0.0303462036298374	0.0303462036298374	0.358345020917183	"ACAA2/HIBCH/LARS2/MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/MTHFD1L/OAT/PMPCB"	14
"GO:0042788"	"mIDH2"	"GO:0042788"	"polysomal ribosome"	"3/257"	"29/10365"	0.0342446431459144	0.0342446431459144	0.358345020917183	"NUFIP2/RPL36/RPS21"	3
"GO:0005892"	"mIDH2"	"GO:0005892"	"acetylcholine-gated channel complex"	"2/257"	"12/10365"	0.0343121632874384	0.0343121632874384	0.358345020917183	"CHRNA7/CHRNE"	2
"GO:0015935"	"mIDH2"	"GO:0015935"	"small ribosomal subunit"	"5/257"	"73/10365"	0.0345809209325155	0.0345809209325155	0.358345020917183	"MRPS10/MRPS2/MRPS28/MRPS6/RPS21"	5
"GO:0019866"	"mIDH2"	"GO:0019866"	"organelle inner membrane"	"14/257"	"330/10365"	0.0354317533304443	0.0354317533304443	0.358345020917183	"ACAD11/CHCHD3/COX7A2L/KCNH1/MRPL30/MRPL38/MRPL4/MRPL57/MRPS10/MRPS2/MRPS28/MRPS6/MTX1/PMPCB"	14
"GO:00003151"	"mIDH2"	"GO:0000315"	"organellar large ribosomal subunit"	"4/257"	"51/10365"	0.0371682001292251	0.0371682001292251	0.358345020917183	"MRPL30/MRPL38/MRPL4/MRPL57"	4
"GO:00057621"	"mIDH2"	"GO:0005762"	"mitochondrial large ribosomal subunit"	"4/257"	"51/10365"	0.0371682001292251	0.0371682001292251	0.358345020917183	"MRPL30/MRPL38/MRPL4/MRPL57"	4
"GO:0044304"	"mIDH2"	"GO:0044304"	"main axon"	"3/257"	"30/10365"	0.0373726752774419	0.0373726752774419	0.358345020917183	"ANK3/BIN1/KCNH1"	3
"GO:1905368"	"mIDH2"	"GO:1905368"	"peptidase complex"	"6/257"	"100/10365"	0.0378253077634804	0.0378253077634804	0.358345020917183	"CAPN2/PSMB3/PSMB5/PSME2/SEC11C/UBE3C"	6
"GO:0005874"	"mIDH2"	"GO:0005874"	"microtubule"	"12/257"	"278/10365"	0.0441855835987517	0.0441855835987517	0.407866925526938	"BAG2/CASP1/CLIP1/DNM1L/KIF13B/KIF5A/MAP1S/MAP4/ROR2/TUBA3E/TUBB2B/TUBB3"	12
"GO:0034702"	"mIDH2"	"GO:0034702"	"ion channel complex"	"7/257"	"132/10365"	0.0458804594797781	0.0458804594797781	0.412924135318003	"CHRNA7/CHRNE/FKBP1A/GABRA5/KCNH1/KCNIP1/KCNJ2"	7
"GO:0000502"	"mIDH2"	"GO:0000502"	"proteasome complex"	"4/257"	"56/10365"	0.0497014549159435	0.0497014549159435	0.427615082360496	"PSMB3/PSMB5/PSME2/UBE3C"	4
"GO:0030127"	"mIDH2"	"GO:0030127"	"COPII vesicle coat"	"2/257"	"15/10365"	0.0520035499181814	0.0520035499181814	0.427615082360496	"SAR1B/SEC24D"	2
"GO:0031527"	"mIDH2"	"GO:0031527"	"filopodium membrane"	"2/257"	"15/10365"	0.0520035499181814	0.0520035499181814	0.427615082360496	"NF2/TBC1D10C"	2
"GO:0043025"	"mIDH2"	"GO:0043025"	"neuronal cell body"	"12/257"	"288/10365"	0.0550147871200553	0.0550147871200553	0.427615082360496	"ABL1/CAPN2/GABRA5/GDI1/KCNH1/KCNJ2/KIF5A/MAP1S/NEUROG1/PTPRN/ROR2/TUBB3"	12
"GO:0034705"	"mIDH2"	"GO:0034705"	"potassium channel complex"	"3/257"	"35/10365"	0.0550959554974083	0.0550959554974083	0.427615082360496	"KCNH1/KCNIP1/KCNJ2"	3
"GO:0005769"	"mIDH2"	"GO:0005769"	"early endosome"	"11/257"	"257/10365"	0.055280057587579	0.055280057587579	0.427615082360496	"ADRB1/CLCN5/CLN3/KCNH1/NF2/RAB21/RABEP2/SNX2/SPHK1/VPS28/WLS"	11
"GO:0030658"	"mIDH2"	"GO:0030658"	"transport vesicle membrane"	"7/257"	"138/10365"	0.0558275246415092	0.0558275246415092	0.427615082360496	"ATP6V0C/BIN1/CA4/DNM1L/PTPRN/SAR1B/SEC24D"	7
"GO:00098971"	"mIDH2"	"GO:0009897"	"external side of plasma membrane"	"10/257"	"232/10365"	0.0632905862936261	0.0632905862936261	0.469938423433857	"ABCA1/ADA/ANPEP/ANXA5/CA4/CAPN2/CLEC4E/CTSB/ENG/PDCD1LG2"	10
"GO:0031901"	"mIDH2"	"GO:0031901"	"early endosome membrane"	"6/257"	"114/10365"	0.0639638409673861	0.0639638409673861	0.469938423433857	"CLN3/KCNH1/RAB21/SNX2/SPHK1/WLS"	6
"GO:00987911"	"mIDH2"	"GO:0098791"	"Golgi apparatus subcompartment"	"9/257"	"206/10365"	0.0708325806537987	0.0708325806537987	0.470550989863342	"CA4/CLN3/CNST/COG1/PCSK1N/RAB21/SAR1B/TRAPPC4/WLS"	9
"GO:0005742"	"mIDH2"	"GO:0005742"	"mitochondrial outer membrane translocase complex"	"2/257"	"18/10365"	0.0722123539503051	0.0722123539503051	0.470550989863342	"CHCHD3/MTX1"	2
"GO:0005839"	"mIDH2"	"GO:0005839"	"proteasome core complex"	"2/257"	"18/10365"	0.0722123539503051	0.0722123539503051	0.470550989863342	"PSMB3/PSMB5"	2
"GO:0032994"	"mIDH2"	"GO:0032994"	"protein-lipid complex"	"2/257"	"18/10365"	0.0722123539503051	0.0722123539503051	0.470550989863342	"BIN1/PLTP"	2
"GO:0005802"	"mIDH2"	"GO:0005802"	"trans-Golgi network"	"7/257"	"147/10365"	0.0730927755855233	0.0730927755855233	0.470550989863342	"CA4/CLN3/CNST/COG1/PCSK1N/RAB21/WLS"	7
"GO:0044297"	"mIDH2"	"GO:0044297"	"cell body"	"13/257"	"335/10365"	0.0737660256576987	0.0737660256576987	0.470550989863342	"ABL1/CAPN2/GABRA5/GDI1/KCNH1/KCNJ2/KIF5A/MAP1S/NEUROG1/NF2/PTPRN/ROR2/TUBB3"	13
"GO:0045211"	"mIDH2"	"GO:0045211"	"postsynaptic membrane"	"7/257"	"149/10365"	0.077315050903821	0.077315050903821	0.470550989863342	"ANK3/CHRNA7/CHRNE/EFNB3/GABRA5/KCNH1/TRAPPC4"	7
"GO:00319041"	"mIDH2"	"GO:0031904"	"endosome lumen"	"2/257"	"19/10365"	0.0794277544169266	0.0794277544169266	0.470550989863342	"CTSB/NGF"	2
"GO:0098799"	"mIDH2"	"GO:0098799"	"outer mitochondrial membrane protein complex"	"2/257"	"19/10365"	0.0794277544169266	0.0794277544169266	0.470550989863342	"CHCHD3/MTX1"	2
"GO:0099056"	"mIDH2"	"GO:0099056"	"integral component of presynaptic membrane"	"3/257"	"41/10365"	0.0806765222066184	0.0806765222066184	0.470550989863342	"EFNB3/GABRA5/KCNH1"	3
"GO:1904115"	"mIDH2"	"GO:1904115"	"axon cytoplasm"	"3/257"	"41/10365"	0.0806765222066184	0.0806765222066184	0.470550989863342	"ACTR10/KIF5A/RAB21"	3
"GO:0000792"	"mIDH2"	"GO:0000792"	"heterochromatin"	"4/257"	"66/10365"	0.0808466943232163	0.0808466943232163	0.470550989863342	"MPHOSPH8/RRP8/SIRT6/SUV39H1"	4
"GO:0005875"	"mIDH2"	"GO:0005875"	"microtubule associated complex"	"5/257"	"93/10365"	0.0810393371431311	0.0810393371431311	0.470550989863342	"ACTR10/KIF13B/KIF5A/MAP1S/MAP4"	5
"GO:0030018"	"mIDH2"	"GO:0030018"	"Z disc"	"4/257"	"67/10365"	0.0843911869957362	0.0843911869957362	0.48223535426135	"ANK3/BIN1/FKBP1A/RTN2"	4
"GO:0032589"	"mIDH1"	"GO:0032589"	"neuron projection membrane"	"6/366"	"36/10365"	0.00147637417584802	0.00147637417584802	0.353347950124656	"GABRE/GABRG2/GABRG3/MYO1C/OPRD1/PPP1R9B"	6
"GO:0032590"	"mIDH1"	"GO:0032590"	"dendrite membrane"	"5/366"	"26/10365"	0.00190373311906155	0.00190373311906155	0.353347950124656	"GABRE/GABRG2/GABRG3/OPRD1/PPP1R9B"	5
"GO:0001650"	"mIDH1"	"GO:0001650"	"fibrillar center"	"11/366"	"115/10365"	0.0024368824146528	0.0024368824146528	0.353347950124656	"ARHGAP32/CHCHD1/COIL/EXOSC8/HEATR1/IP6K2/PEX14/POLR1B/POLR1C/SP140/TERF1"	11
"GO:0045121"	"mIDH1"	"GO:0045121"	"membrane raft"	"16/366"	"222/10365"	0.00539248990799792	0.00539248990799792	0.489599228779669	"ADD2/ADRA1B/CNR1/CORO1C/CRK/CTNNB1/GJA1/LAMTOR4/MYO1C/OPRD1/ORAI1/PSEN1/PTK2B/SLC2A4/SORBS1/TRAF2"	16
"GO:0098857"	"mIDH1"	"GO:0098857"	"membrane microdomain"	"16/366"	"223/10365"	0.00562757734229505	0.00562757734229505	0.489599228779669	"ADD2/ADRA1B/CNR1/CORO1C/CRK/CTNNB1/GJA1/LAMTOR4/MYO1C/OPRD1/ORAI1/PSEN1/PTK2B/SLC2A4/SORBS1/TRAF2"	16
