"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0070411"	"Cluster R"	"GO:0070411"	"I-SMAD binding"	"2/286"	"14/10818"	0.0514137611885082	0.0514137611885082	0.80447641566872	"SMAD4/SMAD6"	2
"GO:0070696"	"Cluster R"	"GO:0070696"	"transmembrane receptor protein serine/threonine kinase binding"	"2/286"	"14/10818"	0.0514137611885082	0.0514137611885082	0.80447641566872	"BMP7/SMAD6"	2
"GO:0001216"	"Cluster R"	"GO:0001216"	"DNA-binding transcription activator activity"	"17/286"	"418/10818"	0.0517772292416211	0.0517772292416211	0.80447641566872	"ATF6/DLX5/ELF1/ELK3/FEZF2/HAND1/IRF1/IRX3/LHX2/MYF6/MYOD1/PBX2/PPARA/SALL2/SMAD4/THAP11/ZNF717"	17
"GO:0019210"	"Cluster R"	"GO:0019210"	"kinase inhibitor activity"	"4/286"	"55/10818"	0.0570520366838895	0.0570520366838895	0.80447641566872	"GMFB/NCAPG2/RPTOR/SPRY2"	4
"GO:0016411"	"Cluster R"	"GO:0016411"	"acylglycerol O-acyltransferase activity"	"2/286"	"15/10818"	0.0583125815416988	0.0583125815416988	0.80447641566872	"AGPAT2/PLA2G15"	2
"GO:0004602"	"Cluster R"	"GO:0004602"	"glutathione peroxidase activity"	"2/286"	"16/10818"	0.0655098572285331	0.0655098572285331	0.80447641566872	"CLIC2/MGST3"	2
"GO:0030371"	"Cluster R"	"GO:0030371"	"translation repressor activity"	"2/286"	"16/10818"	0.0655098572285331	0.0655098572285331	0.80447641566872	"IREB2/SAMD4A"	2
"GO:0000287"	"Cluster R"	"GO:0000287"	"magnesium ion binding"	"8/286"	"163/10818"	0.0675728009611239	0.0675728009611239	0.80447641566872	"CDC42BPA/CDC42BPG/DUT/FARSB/GCLC/IRAK4/PRIM1/TDG"	8
"GO:0004712"	"Cluster R"	"GO:0004712"	"protein serine/threonine/tyrosine kinase activity"	"3/286"	"36/10818"	0.0688544682936252	0.0688544682936252	0.80447641566872	"ACVR2B/MAP2K6/SBK2"	3
"GO:0004708"	"Cluster R"	"GO:0004708"	"MAP kinase kinase activity"	"2/286"	"17/10818"	0.0729851095323409	0.0729851095323409	0.80447641566872	"MAP2K6/SBK2"	2
"GO:0030295"	"Cluster R"	"GO:0030295"	"protein kinase activator activity"	"5/286"	"86/10818"	0.0772446950783893	0.0772446950783893	0.80447641566872	"MAP2K6/RPTOR/SPRY2/STRADB/TCL1A"	5
"GO:0004601"	"Cluster R"	"GO:0004601"	"peroxidase activity"	"3/286"	"38/10818"	0.0783337613935127	0.0783337613935127	0.80447641566872	"CLIC2/HBQ1/MGST3"	3
"GO:0005104"	"Cluster R"	"GO:0005104"	"fibroblast growth factor receptor binding"	"2/286"	"18/10818"	0.08071872727691	0.08071872727691	0.80447641566872	"FGF1/FGF22"	2
"GO:0070412"	"Cluster R"	"GO:0070412"	"R-SMAD binding"	"2/286"	"18/10818"	0.08071872727691	0.08071872727691	0.80447641566872	"SMAD4/SMAD6"	2
"GO:0019199"	"Cluster R"	"GO:0019199"	"transmembrane receptor protein kinase activity"	"4/286"	"62/10818"	0.0811198912740152	0.0811198912740152	0.80447641566872	"ACVR2B/NTRK1/NTRK2/RET"	4
"GO:0016684"	"Cluster R"	"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"3/286"	"39/10818"	0.083275941093355	0.083275941093355	0.80447641566872	"CLIC2/HBQ1/MGST3"	3
"GO:0008201"	"Cluster R"	"GO:0008201"	"heparin binding"	"5/286"	"89/10818"	0.0865351565056497	0.0865351565056497	0.80447641566872	"BMP7/FGF1/FSTL1/MDK/PTPRC"	5
"GO:0051020"	"Cluster R"	"GO:0051020"	"GTPase binding"	"10/286"	"233/10818"	0.0902449260205719	0.0902449260205719	0.80447641566872	"DOCK11/GIT2/HPS6/IPO11/KNTC1/MYO5B/RAB3IP/RABGAP1/RIN1/XPO7"	10
"GO:0019209"	"Cluster R"	"GO:0019209"	"kinase activator activity"	"5/286"	"91/10818"	0.0930397103299979	0.0930397103299979	0.80447641566872	"MAP2K6/RPTOR/SPRY2/STRADB/TCL1A"	5
"GO:0016747"	"Cluster R"	"GO:0016747"	"acyltransferase activity, transferring groups other than amino-acyl groups"	"7/286"	"147/10818"	0.0949512274836092	0.0949512274836092	0.80447641566872	"AGPAT2/ESCO2/NAA25/PLA2G15/SAT1/ZDHHC12/ZDHHC13"	7
"GO:0031624"	"Cluster R"	"GO:0031624"	"ubiquitin conjugating enzyme binding"	"2/286"	"20/10818"	0.0968867653580234	0.0968867653580234	0.80447641566872	"PPARA/RNF125"	2
"GO:0008227"	"Cluster R"	"GO:0008227"	"G protein-coupled amine receptor activity"	"3/286"	"42/10818"	0.0988702552755835	0.0988702552755835	0.80447641566872	"ADRA1D/CHRM2/OR10J5"	3
"GO:0008020"	"Cluster NR"	"GO:0008020"	"G protein-coupled photoreceptor activity"	"3/381"	"10/10818"	0.00432395979777155	0.00432395979777155	0.823640931644516	"GPR52/OPN4/OPN5"	3
"GO:0009881"	"Cluster NR"	"GO:0009881"	"photoreceptor activity"	"3/381"	"12/10818"	0.00752244003110745	0.00752244003110745	0.823640931644516	"GPR52/OPN4/OPN5"	3
"GO:0004529"	"Cluster NR"	"GO:0004529"	"exodeoxyribonuclease activity"	"3/381"	"13/10818"	0.00952689979875668	0.00952689979875668	0.823640931644516	"APEX2/EXD2/RAD1"	3
"GO:0016895"	"Cluster NR"	"GO:0016895"	"exodeoxyribonuclease activity, producing 5'-phosphomonoesters"	"3/381"	"13/10818"	0.00952689979875668	0.00952689979875668	0.823640931644516	"APEX2/EXD2/RAD1"	3
"GO:0048019"	"Cluster NR"	"GO:0048019"	"receptor antagonist activity"	"3/381"	"14/10818"	0.0118129334192574	0.0118129334192574	0.823640931644516	"DKKL1/IGSF1/LRPAP1"	3
"GO:00082011"	"Cluster NR"	"GO:0008201"	"heparin binding"	"8/381"	"89/10818"	0.0129743939383228	0.0129743939383228	0.823640931644516	"ADAMTS15/BMP4/FGFBP1/FGFR4/HDGF/LRPAP1/SFRP1/THBS1"	8
"GO:0042809"	"Cluster NR"	"GO:0042809"	"nuclear vitamin D receptor binding"	"3/381"	"15/10818"	0.0143866608302686	0.0143866608302686	0.823640931644516	"MED14/TAF11/TOB2"	3
"GO:0004175"	"Cluster NR"	"GO:0004175"	"endopeptidase activity"	"14/381"	"217/10818"	0.0213529679838736	0.0213529679838736	0.823640931644516	"ADAM9/ADAMTS15/BACE2/C2/CAPN10/CAPN2/CTSB/CTSH/CTSZ/PLAU/PSMB5/RHBDD3/SFRP1/ST14"	14
"GO:0008083"	"Cluster NR"	"GO:0008083"	"growth factor activity"	"8/381"	"99/10818"	0.0232957247064829	0.0232957247064829	0.823640931644516	"BMP4/GDF6/HDGF/IL3/NGF/NRG1/RABEP2/TGFB3"	8
"GO:0030547"	"Cluster NR"	"GO:0030547"	"signaling receptor inhibitor activity"	"3/381"	"18/10818"	0.023869611164242	0.023869611164242	0.823640931644516	"DKKL1/IGSF1/LRPAP1"	3
"GO:0001540"	"Cluster NR"	"GO:0001540"	"amyloid-beta binding"	"6/381"	"64/10818"	0.0247047933661833	0.0247047933661833	0.823640931644516	"ADRB2/AGER/GRIA1/LRPAP1/NLGN1/RAMP3"	6
"GO:0030165"	"Cluster NR"	"GO:0030165"	"PDZ domain binding"	"5/381"	"48/10818"	0.026136568011236	0.026136568011236	0.823640931644516	"FZD2/GRIA1/NLGN1/PLEKHA1/TBC1D10A"	5
"GO:0017134"	"Cluster NR"	"GO:0017134"	"fibroblast growth factor binding"	"3/381"	"19/10818"	0.0276221966008874	0.0276221966008874	0.823640931644516	"FGFBP1/FGFR4/THBS1"	3
"GO:0016874"	"Cluster NR"	"GO:0016874"	"ligase activity"	"7/381"	"84/10818"	0.0283080632615965	0.0283080632615965	0.823640931644516	"ACSL1/ATG7/CAD/LARS2/MTHFD1L/SUCLG2/TTLL9"	7
"GO:0005501"	"Cluster NR"	"GO:0005501"	"retinoid binding"	"3/381"	"20/10818"	0.0316694567713299	0.0316694567713299	0.823640931644516	"OPN4/OPN5/RARA"	3
"GO:0019840"	"Cluster NR"	"GO:0019840"	"isoprenoid binding"	"3/381"	"20/10818"	0.0316694567713299	0.0316694567713299	0.823640931644516	"OPN4/OPN5/RARA"	3
"GO:00055391"	"Cluster NR"	"GO:0005539"	"glycosaminoglycan binding"	"9/381"	"125/10818"	0.0323192155589934	0.0323192155589934	0.823640931644516	"ADAMTS15/BMP4/FGFBP1/FGFR4/GNS/HDGF/LRPAP1/SFRP1/THBS1"	9
"GO:0004197"	"Cluster NR"	"GO:0004197"	"cysteine-type endopeptidase activity"	"6/381"	"69/10818"	0.0341824851318039	0.0341824851318039	0.823640931644516	"CAPN10/CAPN2/CTSB/CTSH/CTSZ/SFRP1"	6
"GO:0008375"	"Cluster NR"	"GO:0008375"	"acetylglucosaminyltransferase activity"	"3/381"	"21/10818"	0.0360089899128594	0.0360089899128594	0.823640931644516	"GCNT1/GCNT7/HEXB"	3
"GO:0005244"	"Cluster NR"	"GO:0005244"	"voltage-gated ion channel activity"	"7/381"	"90/10818"	0.0391463171180381	0.0391463171180381	0.823640931644516	"CACNA2D3/CLCN4/GPR89A/KCNA2/KCNH1/KCNK10/PTK2B"	7
"GO:0022832"	"Cluster NR"	"GO:0022832"	"voltage-gated channel activity"	"7/381"	"90/10818"	0.0391463171180381	0.0391463171180381	0.823640931644516	"CACNA2D3/CLCN4/GPR89A/KCNA2/KCNH1/KCNK10/PTK2B"	7
"GO:1901681"	"Cluster NR"	"GO:1901681"	"sulfur compound binding"	"10/381"	"150/10818"	0.0392041840663995	0.0392041840663995	0.823640931644516	"ACOT12/ADAMTS15/BMP4/FGFBP1/FGFR4/GNS/HDGF/LRPAP1/SFRP1/THBS1"	10
"GO:0008179"	"Cluster NR"	"GO:0008179"	"adenylate cyclase binding"	"2/381"	"10/10818"	0.0461742498938532	0.0461742498938532	0.823640931644516	"ADRB2/AKAP5"	2
"GO:0016918"	"Cluster NR"	"GO:0016918"	"retinal binding"	"2/381"	"10/10818"	0.0461742498938532	0.0461742498938532	0.823640931644516	"OPN4/OPN5"	2
"GO:0070016"	"Cluster NR"	"GO:0070016"	"armadillo repeat domain binding"	"2/381"	"10/10818"	0.0461742498938532	0.0461742498938532	0.823640931644516	"AXIN1/STRN4"	2
"GO:0017147"	"Cluster NR"	"GO:0017147"	"Wnt-protein binding"	"3/381"	"24/10818"	0.0507428614423555	0.0507428614423555	0.823640931644516	"FZD2/PTPRO/SFRP1"	3
"GO:0004715"	"Cluster NR"	"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"4/381"	"40/10818"	0.0511255039817222	0.0511255039817222	0.823640931644516	"PRKCD/PTK2B/RIPK2/SYK"	4
"GO:0032934"	"Cluster NR"	"GO:0032934"	"sterol binding"	"4/381"	"40/10818"	0.0511255039817222	0.0511255039817222	0.823640931644516	"INSIG1/PROM1/RORA/SIDT1"	4
"GO:0008308"	"Cluster NR"	"GO:0008308"	"voltage-gated anion channel activity"	"2/381"	"11/10818"	0.055148192557971	0.055148192557971	0.823640931644516	"CLCN4/GPR89A"	2
"GO:0033549"	"Cluster NR"	"GO:0033549"	"MAP kinase phosphatase activity"	"2/381"	"11/10818"	0.055148192557971	0.055148192557971	0.823640931644516	"DUSP10/DUSP4"	2
"GO:0008528"	"Cluster NR"	"GO:0008528"	"G protein-coupled peptide receptor activity"	"8/381"	"119/10818"	0.0588677681900859	0.0588677681900859	0.823640931644516	"CCKBR/GPR37L1/LTB4R/NPY6R/RAMP3/RXFP2/RXFP3/SORCS3"	8
"GO:0070888"	"Cluster NR"	"GO:0070888"	"E-box binding"	"4/381"	"42/10818"	0.0593284960542154	0.0593284960542154	0.823640931644516	"ASCL2/NEUROD1/NEUROG1/PTF1A"	4
"GO:0008194"	"Cluster NR"	"GO:0008194"	"UDP-glycosyltransferase activity"	"5/381"	"60/10818"	0.0595131347859141	0.0595131347859141	0.823640931644516	"GCNT1/GCNT7/HEXB/UGGT1/UGT2B7"	5
"GO:0016877"	"Cluster NR"	"GO:0016877"	"ligase activity, forming carbon-sulfur bonds"	"3/381"	"26/10818"	0.0619423909069022	0.0619423909069022	0.823640931644516	"ACSL1/ATG7/SUCLG2"	3
"GO:0004953"	"Cluster NR"	"GO:0004953"	"icosanoid receptor activity"	"2/381"	"12/10818"	0.0646733430633438	0.0646733430633438	0.823640931644516	"LTB4R/PTGER3"	2
"GO:0071933"	"Cluster NR"	"GO:0071933"	"Arp2/3 complex binding"	"2/381"	"12/10818"	0.0646733430633438	0.0646733430633438	0.823640931644516	"IQGAP2/JMY"	2
"GO:0019212"	"Cluster NR"	"GO:0019212"	"phosphatase inhibitor activity"	"3/381"	"27/10818"	0.0679360010720213	0.0679360010720213	0.823640931644516	"PPP1R2/SH3RF2/STYX"	3
"GO:0001653"	"Cluster NR"	"GO:0001653"	"peptide receptor activity"	"8/381"	"123/10818"	0.0686984761992949	0.0686984761992949	0.823640931644516	"CCKBR/GPR37L1/LTB4R/NPY6R/RAMP3/RXFP2/RXFP3/SORCS3"	8
"GO:0016879"	"Cluster NR"	"GO:0016879"	"ligase activity, forming carbon-nitrogen bonds"	"3/381"	"28/10818"	0.0741823526299248	0.0741823526299248	0.823640931644516	"CAD/MTHFD1L/TTLL9"	3
"GO:0022843"	"Cluster NR"	"GO:0022843"	"voltage-gated cation channel activity"	"5/381"	"64/10818"	0.0743313471472155	0.0743313471472155	0.823640931644516	"CACNA2D3/KCNA2/KCNH1/KCNK10/PTK2B"	5
"GO:0008483"	"Cluster NR"	"GO:0008483"	"transaminase activity"	"2/381"	"13/10818"	0.0746999691114505	0.0746999691114505	0.823640931644516	"GPT/OAT"	2
"GO:0008656"	"Cluster NR"	"GO:0008656"	"cysteine-type endopeptidase activator activity involved in apoptotic process"	"2/381"	"13/10818"	0.0746999691114505	0.0746999691114505	0.823640931644516	"CASP8AP2/CTSH"	2
"GO:0019239"	"Cluster NR"	"GO:0019239"	"deaminase activity"	"2/381"	"13/10818"	0.0746999691114505	0.0746999691114505	0.823640931644516	"ADA/APOBEC3B"	2
"GO:0097602"	"Cluster NR"	"GO:0097602"	"cullin family protein binding"	"2/381"	"13/10818"	0.0746999691114505	0.0746999691114505	0.823640931644516	"DCUN1D1/DCUN1D5"	2
"GO:0005126"	"Cluster NR"	"GO:0005126"	"cytokine receptor binding"	"10/381"	"169/10818"	0.0753956934149052	0.0753956934149052	0.823640931644516	"BAMBI/CASP8AP2/CNIH4/CXCL16/IL21/IL3/NGF/SIVA1/SYK/TGFB3"	10
"GO:0042578"	"Cluster NR"	"GO:0042578"	"phosphoric ester hydrolase activity"	"13/381"	"237/10818"	0.0759943125910311	0.0759943125910311	0.823640931644516	"ALPL/APEX2/DUSP10/DUSP4/EYA1/HDHD2/NT5C2/NT5M/PDE6C/PTPRO/SMPD2/STYX/UBLCP1"	13
"GO:0005125"	"Cluster NR"	"GO:0005125"	"cytokine activity"	"8/381"	"127/10818"	0.0794804582582658	0.0794804582582658	0.823640931644516	"BMP4/CXCL16/GDF6/IL21/IL3/NRG1/TGFB3/TNFRSF11B"	8
"GO:0016791"	"Cluster NR"	"GO:0016791"	"phosphatase activity"	"10/381"	"171/10818"	0.0801232586054639	0.0801232586054639	0.823640931644516	"ALPL/DUSP10/DUSP4/EYA1/HDHD2/NT5C2/NT5M/PTPRO/STYX/UBLCP1"	10
"GO:0008138"	"Cluster NR"	"GO:0008138"	"protein tyrosine/serine/threonine phosphatase activity"	"3/381"	"29/10818"	0.0806735351628434	0.0806735351628434	0.823640931644516	"DUSP10/DUSP4/STYX"	3
"GO:0030170"	"Cluster NR"	"GO:0030170"	"pyridoxal phosphate binding"	"3/381"	"29/10818"	0.0806735351628434	0.0806735351628434	0.823640931644516	"GPT/OAT/PDXDC1"	3
"GO:0004970"	"Cluster NR"	"GO:0004970"	"ionotropic glutamate receptor activity"	"2/381"	"14/10818"	0.085181141726816	0.085181141726816	0.823640931644516	"GRIA1/PTK2B"	2
"GO:0005123"	"Cluster NR"	"GO:0005123"	"death receptor binding"	"2/381"	"14/10818"	0.085181141726816	0.085181141726816	0.823640931644516	"CASP8AP2/NGF"	2
"GO:0015271"	"Cluster NR"	"GO:0015271"	"outward rectifier potassium channel activity"	"2/381"	"14/10818"	0.085181141726816	0.085181141726816	0.823640931644516	"KCNA2/KCNK10"	2
"GO:0016769"	"Cluster NR"	"GO:0016769"	"transferase activity, transferring nitrogenous groups"	"2/381"	"14/10818"	0.085181141726816	0.085181141726816	0.823640931644516	"GPT/OAT"	2
"GO:0050431"	"Cluster NR"	"GO:0050431"	"transforming growth factor beta binding"	"2/381"	"14/10818"	0.085181141726816	0.085181141726816	0.823640931644516	"TGFB3/THBS1"	2
"GO:0050700"	"Cluster NR"	"GO:0050700"	"CARD domain binding"	"2/381"	"14/10818"	0.085181141726816	0.085181141726816	0.823640931644516	"CARD14/RIPK2"	2
"GO:0050811"	"Cluster NR"	"GO:0050811"	"GABA receptor binding"	"2/381"	"14/10818"	0.085181141726816	0.085181141726816	0.823640931644516	"AKAP5/ERBB4"	2
"GO:0015459"	"Cluster NR"	"GO:0015459"	"potassium channel regulator activity"	"3/381"	"30/10818"	0.0874012768584532	0.0874012768584532	0.823640931644516	"ADRB2/RASA1/WNK2"	3
"GO:0070279"	"Cluster NR"	"GO:0070279"	"vitamin B6 binding"	"3/381"	"30/10818"	0.0874012768584532	0.0874012768584532	0.823640931644516	"GPT/OAT/PDXDC1"	3
"GO:0003712"	"Cluster NR"	"GO:0003712"	"transcription coregulator activity"	"21/381"	"438/10818"	0.0936477339360892	0.0936477339360892	0.823640931644516	"C1D/CASP8AP2/CITED4/EID1/EWSR1/HDGF/JMY/MED14/MED19/NPAT/NRG1/RAP2C/RSF1/SERTAD2/SIRT6/TAF11/TAF6L/TBL1Y/TDRD3/TOB2/TRIM38"	21
"GO:0005160"	"Cluster NR"	"GO:0005160"	"transforming growth factor beta receptor binding"	"2/381"	"15/10818"	0.0960726003262847	0.0960726003262847	0.823640931644516	"BAMBI/TGFB3"	2
"GO:0016709"	"Cluster NR"	"GO:0016709"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"2/381"	"15/10818"	0.0960726003262847	0.0960726003262847	0.823640931644516	"AKR1C3/CYP4F2"	2
"GO:0016814"	"Cluster NR"	"GO:0016814"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"	"2/381"	"15/10818"	0.0960726003262847	0.0960726003262847	0.823640931644516	"ADA/APOBEC3B"	2
"GO:00012171"	"Cluster NR"	"GO:0001217"	"DNA-binding transcription repressor activity"	"15/381"	"295/10818"	0.0984342932218002	0.0984342932218002	0.823640931644516	"ASCL2/CC2D1A/HDGF/HEY1/KLF16/RARA/SKI/VAX2/ZBTB10/ZBTB37/ZNF175/ZNF202/ZNF25/ZNF282/ZNF558"	15
"GO:0017018"	"mIDH2"	"GO:0017018"	"myosin phosphatase activity"	"6/260"	"49/10182"	0.00145684553067394	0.00145684553067394	0.455192164433125	"DUSP3/DUSP4/PPM1B/PPP3CC/SSU72/UBLCP1"	6
"GO:0003755"	"mIDH2"	"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"	"4/260"	"25/10182"	0.00344312337244995	0.00344312337244995	0.455192164433125	"FKBP1A/FKBP5/FKBP8/PPIL3"	4
"GO:0048185"	"mIDH2"	"GO:0048185"	"activin binding"	"3/260"	"13/10182"	0.00389334269699981	0.00389334269699981	0.455192164433125	"ENG/FKBP1A/SMAD7"	3
"GO:0016859"	"mIDH2"	"GO:0016859"	"cis-trans isomerase activity"	"4/260"	"27/10182"	0.00458982941285514	0.00458982941285514	0.455192164433125	"FKBP1A/FKBP5/FKBP8/PPIL3"	4
"GO:0004722"	"mIDH2"	"GO:0004722"	"protein serine/threonine phosphatase activity"	"6/260"	"63/10182"	0.0052630234383413	0.0052630234383413	0.455192164433125	"DUSP3/DUSP4/PPM1B/PPP3CC/SSU72/UBLCP1"	6
"GO:00051601"	"mIDH2"	"GO:0005160"	"transforming growth factor beta receptor binding"	"3/260"	"15/10182"	0.00596458698222716	0.00596458698222716	0.455192164433125	"ENG/FKBP1A/SMAD7"	3
"GO:00080831"	"mIDH2"	"GO:0008083"	"growth factor activity"	"7/260"	"90/10182"	0.00805714053078514	0.00805714053078514	0.522230741523427	"FGF3/GDF7/IL3/NGF/NTF3/PTN/RABEP2"	7
"GO:0005200"	"mIDH2"	"GO:0005200"	"structural constituent of cytoskeleton"	"5/260"	"59/10182"	0.0170462326472626	0.0170462326472626	0.522230741523427	"ANK3/KRT14/TUBA3E/TUBB2B/TUBB3"	5
"GO:0016830"	"mIDH2"	"GO:0016830"	"carbon-carbon lyase activity"	"3/260"	"24/10182"	0.0224165927994386	0.0224165927994386	0.522230741523427	"GOT1/MOCS1/MVD"	3
"GO:0004721"	"mIDH2"	"GO:0004721"	"phosphoprotein phosphatase activity"	"7/260"	"110/10182"	0.0224177655682231	0.0224177655682231	0.522230741523427	"DUSP3/DUSP4/PPM1B/PPP3CC/SSU72/STYX/UBLCP1"	7
"GO:0099529"	"mIDH2"	"GO:0099529"	"neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential"	"4/260"	"43/10182"	0.0235108044269603	0.0235108044269603	0.522230741523427	"ADRB1/CHRNA7/CHRNE/GABRA5"	4
"GO:00081381"	"mIDH2"	"GO:0008138"	"protein tyrosine/serine/threonine phosphatase activity"	"3/260"	"25/10182"	0.0250038840849371	0.0250038840849371	0.522230741523427	"DUSP3/DUSP4/STYX"	3
"GO:0004033"	"mIDH2"	"GO:0004033"	"aldo-keto reductase (NADP) activity"	"2/260"	"10/10182"	0.0255326102920304	0.0255326102920304	0.522230741523427	"AKR1B1/AKR7A2"	2
"GO:0004859"	"mIDH2"	"GO:0004859"	"phospholipase inhibitor activity"	"2/260"	"10/10182"	0.0255326102920304	0.0255326102920304	0.522230741523427	"ANXA5/PDC"	2
"GO:00167691"	"mIDH2"	"GO:0016769"	"transferase activity, transferring nitrogenous groups"	"2/260"	"10/10182"	0.0255326102920304	0.0255326102920304	0.522230741523427	"GOT1/OAT"	2
"GO:0004857"	"mIDH2"	"GO:0004857"	"enzyme inhibitor activity"	"11/260"	"220/10182"	0.0255908768619819	0.0255908768619819	0.522230741523427	"ANXA5/BIN1/NGF/OAZ1/PCSK1N/PDC/PRPSAP1/PTN/SERPINA1/SERPINB7/STYX"	11
"GO:0005267"	"mIDH2"	"GO:0005267"	"potassium channel activity"	"4/260"	"45/10182"	0.0272920139400614	0.0272920139400614	0.522230741523427	"KCNH1/KCNH8/KCNIP1/KCNJ2"	4
