#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
HDAC1	SIN3A	1855935	1854005	9606.ENSP00000362649	9606.ENSP00000353622	0	0	0	0	0	0.999	0.900	0.959	0	0.999
AKT1	CDKN1A	1846136	1843736	9606.ENSP00000270202	9606.ENSP00000244741	0	0	0	0	0	0.915	0.900	0.966	0	0.999
HSP90AA1	PPP5C	1851814	1842173	9606.ENSP00000335153	9606.ENSP00000012443	0	0	0	0	0.135	0.999	0.900	0.816	0	0.999
MLST8	RICTOR	1858459	1853522	9606.ENSP00000380313	9606.ENSP00000349959	0	0	0	0	0	0.992	0.900	0.986	0	0.999
BRCA1	ATM	1861387	1846577	9606.ENSP00000418960	9606.ENSP00000278616	0	0	0	0	0	0.994	0.900	0.972	0	0.999
MTOR	AKT1	1854147	1846136	9606.ENSP00000354558	9606.ENSP00000270202	0	0	0	0	0	0.999	0.900	0.995	0	0.999
MDM2	TP53	1861282	1846083	9606.ENSP00000417281	9606.ENSP00000269305	0	0	0	0	0.167	0.999	0.900	0.981	0	0.999
HSP90AA1	HSP90AB1	1851814	1850780	9606.ENSP00000335153	9606.ENSP00000325875	0	0	0.527	0.984	0.526	0.997	0.900	0.954	0	0.999
FKBP1A	MTOR	1857423	1854147	9606.ENSP00000371138	9606.ENSP00000354558	0	0	0	0	0	0.999	0.900	0.989	0	0.999
MTOR	EIF4EBP1	1854147	1852358	9606.ENSP00000354558	9606.ENSP00000340691	0	0	0	0	0	0.999	0.900	0.995	0	0.999
MTOR	MAPKAP1	1854147	1845827	9606.ENSP00000354558	9606.ENSP00000265960	0	0	0	0	0	0.999	0.900	0.969	0	0.999
RBBP7	SIN3A	1857150	1854005	9606.ENSP00000369424	9606.ENSP00000353622	0	0	0	0	0	0.967	0.900	0.896	0	0.999
MDM2	CDKN1A	1861282	1843736	9606.ENSP00000417281	9606.ENSP00000244741	0	0	0	0	0	0.997	0	0.731	0	0.999
RPTOR	RPS6KB1	1848942	1843035	9606.ENSP00000307272	9606.ENSP00000225577	0	0	0	0	0	0.999	0.900	0.992	0	0.999
RICTOR	MAPKAP1	1853522	1845827	9606.ENSP00000349959	9606.ENSP00000265960	0	0	0	0	0	0.999	0.900	0.972	0	0.999
MLST8	RPTOR	1858459	1848942	9606.ENSP00000380313	9606.ENSP00000307272	0	0	0	0	0	0.999	0.900	0.990	0	0.999
MLST8	MTOR	1858459	1854147	9606.ENSP00000380313	9606.ENSP00000354558	0	0	0	0	0	0.999	0.900	0.987	0	0.999
SIN3A	TP53	1854005	1846083	9606.ENSP00000353622	9606.ENSP00000269305	0	0	0	0	0	0.918	0.900	0.925	0	0.999
HDAC1	TP53	1855935	1846083	9606.ENSP00000362649	9606.ENSP00000269305	0	0	0	0	0	0.999	0	0.942	0	0.999
HSP90AA1	TP53	1851814	1846083	9606.ENSP00000335153	9606.ENSP00000269305	0	0	0	0	0	0.997	0.900	0.942	0	0.999
SUGT1	HSP90AB1	1856790	1850780	9606.ENSP00000367208	9606.ENSP00000325875	0	0	0	0	0.959	0.993	0.900	0.875	0	0.999
HSP90AB1	PTGES3	1850780	1845046	9606.ENSP00000325875	9606.ENSP00000262033	0	0	0	0	0.562	0.997	0	0.871	0	0.999
TOP2A	TOP2B	1860923	1859958	9606.ENSP00000411532	9606.ENSP00000396704	0.608	0	0	0.977	0.288	0.993	0	0.924	0	0.998
MLST8	MAPKAP1	1858459	1845827	9606.ENSP00000380313	9606.ENSP00000265960	0	0	0	0	0	0.911	0.900	0.858	0	0.998
RICTOR	RPTOR	1853522	1848942	9606.ENSP00000349959	9606.ENSP00000307272	0	0	0	0	0	0.810	0	0.990	0	0.998
MDM2	ATM	1861282	1846577	9606.ENSP00000417281	9606.ENSP00000278616	0	0	0	0	0	0.812	0.900	0.937	0	0.998
HSP90AB1	PPP5C	1850780	1842173	9606.ENSP00000325875	9606.ENSP00000012443	0	0	0	0	0.135	0.990	0	0.768	0	0.997
EIF4EBP1	RPS6KB1	1852358	1843035	9606.ENSP00000340691	9606.ENSP00000225577	0	0	0	0	0	0.604	0	0.993	0	0.997
AKT1	RPS6KB1	1846136	1843035	9606.ENSP00000270202	9606.ENSP00000225577	0	0	0.432	0.870	0.117	0.969	0.900	0.993	0	0.997
RPTOR	AKT1	1848942	1846136	9606.ENSP00000307272	9606.ENSP00000270202	0	0	0	0	0	0.672	0.900	0.917	0	0.997
STIP1	AHSA1	1848791	1842603	9606.ENSP00000305958	9606.ENSP00000216479	0	0	0	0	0.975	0.321	0	0.796	0	0.996
ABCB1	daunorubicin	1845794	-30323	9606.ENSP00000265724	-1.CID000030323	0	0	0	0	0	0.103	0.900	0.953	0	0.995
MTOR	everolimus	1854147	-6442177	9606.ENSP00000354558	-1.CID006442177	0	0	0	0	0	0	0.900	0.943	0	0.994
MLST8	RPS6KB1	1858459	1843035	9606.ENSP00000380313	9606.ENSP00000225577	0	0	0	0	0	0.638	0.900	0.842	0	0.993
MTOR	HSP90AA1	1854147	1851814	9606.ENSP00000354558	9606.ENSP00000335153	0	0	0	0	0	0	0.900	0.928	0	0.992
FOXO1	CDKN1A	1857055	1843736	9606.ENSP00000368880	9606.ENSP00000244741	0	0	0	0	0	0.818	0.900	0.504	0	0.990
TP53	ABCB1	1846083	1845794	9606.ENSP00000269305	9606.ENSP00000265724	0	0	0	0	0	0	0.900	0.913	0	0.990
MTOR	TP53	1854147	1846083	9606.ENSP00000354558	9606.ENSP00000269305	0	0	0	0	0	0.576	0	0.972	0	0.988
STIP1	PTGES3	1848791	1845046	9606.ENSP00000305958	9606.ENSP00000262033	0	0	0	0	0.736	0.718	0	0.816	0	0.985
ABCG2	daunorubicin	1843466	-30323	9606.ENSP00000237612	-1.CID000030323	0	0	0	0	0	0	0.900	0.861	0	0.985
HDAC1	CDKN1A	1855935	1843736	9606.ENSP00000362649	9606.ENSP00000244741	0	0	0	0	0	0.961	0	0.643	0	0.985
HSP90AB1	AKT1	1850780	1846136	9606.ENSP00000325875	9606.ENSP00000270202	0	0	0	0	0	0.602	0.800	0.833	0	0.985
EIF4EBP1	ATM	1852358	1846577	9606.ENSP00000340691	9606.ENSP00000278616	0	0	0	0	0	0.872	0	0.883	0	0.984
HSP90AA1	NVP-AUY922	1851814	-10096043	9606.ENSP00000335153	-1.CID010096043	0	0	0	0	0	0.887	0	0.866	0	0.984
TOP2A	daunorubicin	1860923	-30323	9606.ENSP00000411532	-1.CID000030323	0	0	0	0	0	0	0.800	0.908	0	0.981
FOXO1	RPS6KB1	1857055	1843035	9606.ENSP00000368880	9606.ENSP00000225577	0	0	0	0	0	0.334	0	0.970	0	0.979
SUGT1	PTGES3	1856790	1845046	9606.ENSP00000367208	9606.ENSP00000262033	0	0	0	0	0.738	0.808	0	0.607	0	0.978
MLST8	AKT1	1858459	1846136	9606.ENSP00000380313	9606.ENSP00000270202	0	0	0	0	0	0.194	0.900	0.758	0	0.978
FKBP1A	RPTOR	1857423	1848942	9606.ENSP00000371138	9606.ENSP00000307272	0	0	0	0	0	0.852	0	0.860	0	0.978
TOP2B	daunorubicin	1859958	-30323	9606.ENSP00000396704	-1.CID000030323	0	0	0	0	0	0	0.800	0.892	0	0.977
AKT1	CDC37	1846136	1842879	9606.ENSP00000270202	9606.ENSP00000222005	0	0	0	0	0	0.852	0.800	0.284	0	0.977
AKT1	TP53	1846136	1846083	9606.ENSP00000270202	9606.ENSP00000269305	0	0	0	0	0	0	0	0.974	0	0.975
ATM	CDKN1A	1846577	1843736	9606.ENSP00000278616	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.755	0	0.974
AKT1	everolimus	1846136	-6442177	9606.ENSP00000270202	-1.CID006442177	0	0	0	0	0	0	0.700	0.911	0	0.972
HSP90AA1	RPS6KB1	1851814	1843035	9606.ENSP00000335153	9606.ENSP00000225577	0	0	0	0	0	0.282	0.900	0.621	0	0.970
FOXO1	MTOR	1857055	1854147	9606.ENSP00000368880	9606.ENSP00000354558	0	0	0	0	0	0.086	0	0.968	0	0.969
HDAC1	entinostat	1855935	-4261	9606.ENSP00000362649	-1.CID000004261	0	0	0	0	0	0.666	0.800	0.511	0	0.965
BRCA1	AKT1	1861387	1846136	9606.ENSP00000418960	9606.ENSP00000270202	0	0	0	0	0	0.917	0	0.580	0	0.963
TP53	daunorubicin	1846083	-30323	9606.ENSP00000269305	-1.CID000030323	0	0	0	0	0	0	0.700	0.859	0	0.956
SUGT1	AHSA1	1856790	1842603	9606.ENSP00000367208	9606.ENSP00000216479	0	0	0	0	0.796	0.582	0	0.494	0	0.953
HSP90AB1	NVP-AUY922	1850780	-10096043	9606.ENSP00000325875	-1.CID010096043	0	0	0	0	0	0.949	0	0	0	0.949
MDM2	HSP90AA1	1861282	1851814	9606.ENSP00000417281	9606.ENSP00000335153	0	0	0	0	0	0.924	0	0.362	0	0.949
BRCA1	RBBP7	1861387	1857150	9606.ENSP00000418960	9606.ENSP00000369424	0	0	0	0	0	0.913	0	0.345	0	0.940
FOXO1	RICTOR	1857055	1853522	9606.ENSP00000368880	9606.ENSP00000349959	0	0	0	0	0	0	0	0.939	0	0.939
STIP1	CDC37	1848791	1842879	9606.ENSP00000305958	9606.ENSP00000222005	0	0	0	0	0.118	0.805	0	0.629	0	0.931
MDM2	HDAC1	1861282	1855935	9606.ENSP00000417281	9606.ENSP00000362649	0	0	0	0	0	0.881	0	0.399	0	0.925
RPS6KB1	everolimus	1843035	-6442177	9606.ENSP00000225577	-1.CID006442177	0	0	0	0	0	0	0	0.921	0	0.922
SUGT1	CDC37	1856790	1842879	9606.ENSP00000367208	9606.ENSP00000222005	0	0	0	0	0.113	0.858	0	0.424	0	0.921
AKT1	PTGES3	1846136	1845046	9606.ENSP00000270202	9606.ENSP00000262033	0	0	0	0	0	0	0.900	0.130	0	0.909
MTOR	PTGES3	1854147	1845046	9606.ENSP00000354558	9606.ENSP00000262033	0	0	0	0	0	0	0.900	0.061	0	0.902
PTGES3	RPS6KB1	1845046	1843035	9606.ENSP00000262033	9606.ENSP00000225577	0	0	0	0	0	0	0.900	0	0	0.900
MAPKAP1	RPS6KB1	1845827	1843035	9606.ENSP00000265960	9606.ENSP00000225577	0	0	0	0	0	0.694	0	0.680	0	0.898
FOXO1	EIF4EBP1	1857055	1852358	9606.ENSP00000368880	9606.ENSP00000340691	0	0	0	0	0	0	0	0.896	0	0.897
TOP2A	HDAC1	1860923	1855935	9606.ENSP00000411532	9606.ENSP00000362649	0.208	0	0	0	0.113	0.808	0	0.267	0	0.888
FOXO1	RPTOR	1857055	1848942	9606.ENSP00000368880	9606.ENSP00000307272	0	0	0	0	0	0	0	0.883	0	0.884
TOP2B	HDAC1	1859958	1855935	9606.ENSP00000396704	9606.ENSP00000362649	0.208	0	0	0	0.113	0.808	0	0.233	0	0.882
CDC37	PPP5C	1842879	1842173	9606.ENSP00000222005	9606.ENSP00000012443	0	0	0	0	0.072	0.594	0	0.710	0	0.881
RPTOR	MAPKAP1	1848942	1845827	9606.ENSP00000307272	9606.ENSP00000265960	0	0	0	0	0	0.297	0	0.831	0	0.876
PTGES3	AHSA1	1845046	1842603	9606.ENSP00000262033	9606.ENSP00000216479	0	0	0	0	0.665	0	0	0.618	0	0.866
FKBP1A	EIF4EBP1	1857423	1852358	9606.ENSP00000371138	9606.ENSP00000340691	0	0	0	0	0	0	0	0.864	0	0.864
TP53	everolimus	1846083	-6442177	9606.ENSP00000269305	-1.CID006442177	0	0	0	0	0	0	0	0.862	0	0.862
EIF4EBP1	everolimus	1852358	-6442177	9606.ENSP00000340691	-1.CID006442177	0	0	0	0	0	0	0.700	0.546	0	0.860
HSP90AA1	entinostat	1851814	-4261	9606.ENSP00000335153	-1.CID000004261	0	0	0	0	0	0	0	0.849	0	0.850
HSP90AA1	RPTOR	1851814	1848942	9606.ENSP00000335153	9606.ENSP00000307272	0	0	0	0	0	0	0	0.850	0	0.850
FKBP1A	HSP90AA1	1857423	1851814	9606.ENSP00000371138	9606.ENSP00000335153	0	0	0	0	0	0.086	0	0.837	0	0.845
FOXO1	TP53	1857055	1846083	9606.ENSP00000368880	9606.ENSP00000269305	0	0	0	0	0	0.566	0	0.642	0	0.838
BRCA1	CDKN1A	1861387	1843736	9606.ENSP00000418960	9606.ENSP00000244741	0	0	0	0	0	0.567	0	0.633	0	0.834
FKBP1A	RPS6KB1	1857423	1843035	9606.ENSP00000371138	9606.ENSP00000225577	0	0	0	0	0	0	0	0.829	0	0.829
NSC606869	NSC759857	-354624	-60148441	-1.CID000354624	-1.CID060148441	0	0	0	0	0	0.827	0	0	0	0.827
MLST8	FKBP1A	1858459	1857423	9606.ENSP00000380313	9606.ENSP00000371138	0	0	0	0	0	0.293	0	0.763	0	0.825
TOP2A	TP53	1860923	1846083	9606.ENSP00000411532	9606.ENSP00000269305	0	0	0	0	0	0.576	0	0.582	0	0.815
HDAC1	ATM	1855935	1846577	9606.ENSP00000362649	9606.ENSP00000278616	0	0	0	0	0	0.623	0	0.522	0	0.812
HSP90AB1	entinostat	1850780	-4261	9606.ENSP00000325875	-1.CID000004261	0	0	0	0	0	0	0	0.808	0	0.808
CDC37	AHSA1	1842879	1842603	9606.ENSP00000222005	9606.ENSP00000216479	0	0	0	0	0.081	0.371	0	0.669	0	0.792
HDAC1	HSP90AA1	1855935	1851814	9606.ENSP00000362649	9606.ENSP00000335153	0	0	0	0	0.070	0	0	0.781	0	0.788
TOP2B	TP53	1859958	1846083	9606.ENSP00000396704	9606.ENSP00000269305	0	0	0	0	0	0.576	0	0.510	0	0.783
BRCA1	TOP2A	1861387	1860923	9606.ENSP00000418960	9606.ENSP00000411532	0	0	0	0	0	0.576	0	0.508	0	0.782
HSP90AA1	CDKN1A	1851814	1843736	9606.ENSP00000335153	9606.ENSP00000244741	0	0	0	0	0	0.564	0	0.506	0	0.775
FKBP1A	RICTOR	1857423	1853522	9606.ENSP00000371138	9606.ENSP00000349959	0	0	0	0	0	0	0	0.774	0	0.774
BRCA1	HDAC1	1861387	1855935	9606.ENSP00000418960	9606.ENSP00000362649	0	0	0	0	0	0.567	0	0.500	0	0.774
FKBP1A	HSP90AB1	1857423	1850780	9606.ENSP00000371138	9606.ENSP00000325875	0	0	0	0	0	0.086	0	0.755	0	0.767
HSP90AA1	ABCB1	1851814	1845794	9606.ENSP00000335153	9606.ENSP00000265724	0	0	0	0	0	0.629	0	0.400	0	0.767
PTGES3	PPP5C	1845046	1842173	9606.ENSP00000262033	9606.ENSP00000012443	0	0	0	0	0.070	0.532	0	0.495	0	0.761
SIN3A	HSP90AA1	1854005	1851814	9606.ENSP00000353622	9606.ENSP00000335153	0	0	0	0	0	0.567	0	0.457	0	0.755
HSP90AB1	TP53	1850780	1846083	9606.ENSP00000325875	9606.ENSP00000269305	0	0	0	0	0	0.648	0	0.300	0	0.743
AKT1	daunorubicin	1846136	-30323	9606.ENSP00000270202	-1.CID000030323	0	0	0	0	0	0	0.700	0.155	0	0.738
FKBP1A	AKT1	1857423	1846136	9606.ENSP00000371138	9606.ENSP00000270202	0	0	0	0	0	0	0	0.736	0	0.736
SUGT1	PPP5C	1856790	1842173	9606.ENSP00000367208	9606.ENSP00000012443	0	0	0	0	0	0.363	0	0.593	0	0.729
MTOR	daunorubicin	1854147	-30323	9606.ENSP00000354558	-1.CID000030323	0	0	0	0	0	0	0.700	0.117	0	0.727
BRCA1	HSP90AA1	1861387	1851814	9606.ENSP00000418960	9606.ENSP00000335153	0	0	0	0	0	0.569	0	0.390	0	0.725
MDM2	FOXO1	1861282	1857055	9606.ENSP00000417281	9606.ENSP00000368880	0	0	0	0	0.065	0.564	0	0.344	0	0.709
RPS6KB1	daunorubicin	1843035	-30323	9606.ENSP00000225577	-1.CID000030323	0	0	0	0	0	0	0.700	0	0	0.700
EIF4EBP1	daunorubicin	1852358	-30323	9606.ENSP00000340691	-1.CID000030323	0	0	0	0	0	0	0.700	0	0	0.700
SUGT1	STIP1	1856790	1848791	9606.ENSP00000367208	9606.ENSP00000305958	0	0	0	0	0.085	0.645	0	0.145	0	0.698
TOP2A	ABCB1	1860923	1845794	9606.ENSP00000411532	9606.ENSP00000265724	0	0	0	0	0.069	0	0	0.686	0	0.695
HDAC1	HSP90AB1	1855935	1850780	9606.ENSP00000362649	9606.ENSP00000325875	0	0	0	0	0.070	0.258	0	0.588	0	0.690
HSP90AB1	ABCB1	1850780	1845794	9606.ENSP00000325875	9606.ENSP00000265724	0	0	0	0	0	0.629	0	0.199	0	0.690
ATM	AKT1	1846577	1846136	9606.ENSP00000278616	9606.ENSP00000270202	0	0	0	0	0	0	0	0.686	0	0.686
MDM2	RPS6KB1	1861282	1843035	9606.ENSP00000417281	9606.ENSP00000225577	0	0	0	0	0	0.566	0	0.281	0	0.674
TOP2B	ABCB1	1859958	1845794	9606.ENSP00000396704	9606.ENSP00000265724	0	0	0	0	0.069	0	0	0.651	0	0.661
TP53	RPS6KB1	1846083	1843035	9606.ENSP00000269305	9606.ENSP00000225577	0	0	0	0	0	0	0	0.658	0	0.658
BRCA1	MDM2	1861387	1861282	9606.ENSP00000418960	9606.ENSP00000417281	0	0	0	0	0	0.235	0	0.565	0	0.652
AHSA1	PPP5C	1842603	1842173	9606.ENSP00000216479	9606.ENSP00000012443	0	0	0	0	0.081	0.266	0	0.521	0	0.649
TOP2A	HSP90AA1	1860923	1851814	9606.ENSP00000411532	9606.ENSP00000335153	0.068	0	0	0	0.071	0	0	0.626	0	0.648
TOP2B	HSP90AA1	1859958	1851814	9606.ENSP00000396704	9606.ENSP00000335153	0.068	0	0	0	0.071	0	0	0.612	0	0.635
PTGES3	CDC37	1845046	1842879	9606.ENSP00000262033	9606.ENSP00000222005	0	0	0	0	0.111	0.231	0	0.507	0	0.633
MTOR	CDKN1A	1854147	1843736	9606.ENSP00000354558	9606.ENSP00000244741	0	0	0	0	0	0	0	0.633	0	0.633
RICTOR	everolimus	1853522	-6442177	9606.ENSP00000349959	-1.CID006442177	0	0	0	0	0	0	0	0.631	0	0.632
HDAC1	AKT1	1855935	1846136	9606.ENSP00000362649	9606.ENSP00000270202	0	0	0	0	0	0.102	0	0.577	0	0.604
EIF4EBP1	TP53	1852358	1846083	9606.ENSP00000340691	9606.ENSP00000269305	0	0	0	0	0	0	0	0.585	0	0.585
TP53	ABCG2	1846083	1843466	9606.ENSP00000269305	9606.ENSP00000237612	0	0	0	0	0	0	0	0.583	0	0.583
EIF4EBP1	HSP90AB1	1852358	1850780	9606.ENSP00000340691	9606.ENSP00000325875	0	0	0	0	0	0.576	0	0.043	0	0.576
TOP2B	HSP90AB1	1859958	1850780	9606.ENSP00000396704	9606.ENSP00000325875	0.068	0	0	0	0.071	0	0	0.529	0	0.557
TOP2A	HSP90AB1	1860923	1850780	9606.ENSP00000411532	9606.ENSP00000325875	0.068	0	0	0	0.071	0	0	0.527	0	0.554
STIP1	PPP5C	1848791	1842173	9606.ENSP00000305958	9606.ENSP00000012443	0	0	0	0.626	0.082	0.393	0	0.580	0	0.541
NVP-AUY922	carfilzomib	-10096043	-11556711	-1.CID010096043	-1.CID011556711	0	0	0	0	0	0	0	0.540	0	0.540
TOP2A	AKT1	1860923	1846136	9606.ENSP00000411532	9606.ENSP00000270202	0	0	0	0	0	0.302	0	0.350	0	0.526
RPTOR	everolimus	1848942	-6442177	9606.ENSP00000307272	-1.CID006442177	0	0	0	0	0	0	0	0.526	0	0.526
HSP90AB1	RPS6KB1	1850780	1843035	9606.ENSP00000325875	9606.ENSP00000225577	0	0	0	0	0	0.237	0	0.394	0	0.518
BRCA1	MTOR	1861387	1854147	9606.ENSP00000418960	9606.ENSP00000354558	0	0	0	0	0	0.053	0	0.507	0	0.513
CDKN1A	RPS6KB1	1843736	1843035	9606.ENSP00000244741	9606.ENSP00000225577	0	0	0	0	0	0	0	0.508	0	0.508
AKT1	ABCG2	1846136	1843466	9606.ENSP00000270202	9606.ENSP00000237612	0	0	0	0	0	0	0	0.505	0	0.505
MDM2	MTOR	1861282	1854147	9606.ENSP00000417281	9606.ENSP00000354558	0	0	0	0	0	0	0	0.504	0	0.504
RPTOR	TP53	1848942	1846083	9606.ENSP00000307272	9606.ENSP00000269305	0	0	0	0	0	0	0	0.501	0	0.501
RICTOR	TP53	1853522	1846083	9606.ENSP00000349959	9606.ENSP00000269305	0	0	0	0	0	0	0	0.500	0	0.499
MTOR	ATM	1854147	1846577	9606.ENSP00000354558	9606.ENSP00000278616	0	0	0	0.612	0	0.254	0	0.832	0	0.492
AKT1	ABCB1	1846136	1845794	9606.ENSP00000270202	9606.ENSP00000265724	0	0	0	0	0	0	0	0.483	0	0.483
FOXO1	HDAC1	1857055	1855935	9606.ENSP00000368880	9606.ENSP00000362649	0	0	0	0	0	0.160	0	0.408	0	0.481
EIF4EBP1	CDKN1A	1852358	1843736	9606.ENSP00000340691	9606.ENSP00000244741	0	0	0	0	0	0	0	0.472	0	0.472
FKBP1A	MAPKAP1	1857423	1845827	9606.ENSP00000371138	9606.ENSP00000265960	0	0	0	0	0	0.102	0	0.436	0	0.471
TOP2A	ATM	1860923	1846577	9606.ENSP00000411532	9606.ENSP00000278616	0	0	0	0	0	0	0	0.470	0	0.470
TOP2A	MTOR	1860923	1854147	9606.ENSP00000411532	9606.ENSP00000354558	0	0	0	0	0	0.305	0	0.261	0	0.464
TOP2B	ATM	1859958	1846577	9606.ENSP00000396704	9606.ENSP00000278616	0	0	0	0	0	0	0	0.464	0	0.464
MLST8	FOXO1	1858459	1857055	9606.ENSP00000380313	9606.ENSP00000368880	0	0	0	0	0	0	0	0.452	0	0.452
FOXO1	HSP90AA1	1857055	1851814	9606.ENSP00000368880	9606.ENSP00000335153	0	0	0	0	0	0	0	0.445	0	0.445
ATM	RPS6KB1	1846577	1843035	9606.ENSP00000278616	9606.ENSP00000225577	0	0	0	0	0	0	0	0.440	0	0.440
TOP2A	ABCG2	1860923	1843466	9606.ENSP00000411532	9606.ENSP00000237612	0	0	0	0	0	0	0	0.432	0	0.432
TOP2B	AKT1	1859958	1846136	9606.ENSP00000396704	9606.ENSP00000270202	0	0	0	0	0	0.302	0	0.216	0	0.429
ABCB1	ABCG2	1845794	1843466	9606.ENSP00000265724	9606.ENSP00000237612	0	0	0	0.619	0	0.107	0	0.926	0	0.421
HDAC1	MTOR	1855935	1854147	9606.ENSP00000362649	9606.ENSP00000354558	0	0	0	0	0	0.090	0	0.386	0	0.417
FKBP1A	TP53	1857423	1846083	9606.ENSP00000371138	9606.ENSP00000269305	0	0	0	0	0	0	0	0.416	0	0.416
daunorubicin	clofarabine	-30323	-119182	-1.CID000030323	-1.CID000119182	0	0	0	0	0	0	0	0.416	0	0.416
MTOR	ABCG2	1854147	1843466	9606.ENSP00000354558	9606.ENSP00000237612	0	0	0	0	0	0.075	0	0.393	0	0.414
TOP2B	MTOR	1859958	1854147	9606.ENSP00000396704	9606.ENSP00000354558	0	0	0	0	0	0.305	0	0.187	0	0.411
HSP90AA1	ATM	1851814	1846577	9606.ENSP00000335153	9606.ENSP00000278616	0	0	0	0	0	0	0	0.409	0	0.408
FKBP1A	ATM	1857423	1846577	9606.ENSP00000371138	9606.ENSP00000278616	0	0	0	0	0	0	0	0.407	0	0.407
SIN3A	HSP90AB1	1854005	1850780	9606.ENSP00000353622	9606.ENSP00000325875	0	0	0	0	0	0	0	0.402	0	0.402
FKBP1A	everolimus	1857423	-6442177	9606.ENSP00000371138	-1.CID006442177	0	0	0	0	0	0	0	0.401	0	0.401
FOXO1	MAPKAP1	1857055	1845827	9606.ENSP00000368880	9606.ENSP00000265960	0	0	0	0	0	0	0	0.400	0	0.400
