#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
SHC1	ERBB2	1860266	1846101	9606.ENSP00000401303	9606.ENSP00000269571	0	0	0	0	0	0.990	0.900	0.908	0	0.999
EGFR	PLCG1	1846445	1843693	9606.ENSP00000275493	9606.ENSP00000244007	0	0	0	0	0	0.999	0.900	0.907	0	0.999
SRC	STAT3	1853652	1845584	9606.ENSP00000350941	9606.ENSP00000264657	0	0	0	0	0	0.996	0.900	0.981	0	0.999
SRC	KHDRBS1	1853652	1849655	9606.ENSP00000350941	9606.ENSP00000313829	0	0	0	0	0	0.999	0.900	0.945	0	0.999
PDGFRB	imatinib	1844996	-5291	9606.ENSP00000261799	-1.CID000005291	0	0	0	0	0	0.927	0.900	0.995	0	0.999
EGFR	CBL	1846445	1845465	9606.ENSP00000275493	9606.ENSP00000264033	0	0	0	0	0	0.999	0.900	0.876	0	0.999
SRC	CBL	1853652	1845465	9606.ENSP00000350941	9606.ENSP00000264033	0	0	0	0	0	0.999	0.900	0.833	0	0.999
GRB2	CBL	1852164	1845465	9606.ENSP00000339007	9606.ENSP00000264033	0	0	0	0	0	0.999	0.900	0.901	0	0.999
GRB2	KIT	1852164	1847112	9606.ENSP00000339007	9606.ENSP00000288135	0	0	0	0	0	0.998	0.900	0.637	0	0.999
KIT	KITLG	1847112	1843134	9606.ENSP00000288135	9606.ENSP00000228280	0	0	0	0	0	0.991	0.900	0.973	0	0.999
HCK	CBL	1856392	1845465	9606.ENSP00000365012	9606.ENSP00000264033	0	0	0	0	0	0.986	0.900	0.539	0	0.999
PDGFRB	PLCG1	1844996	1843693	9606.ENSP00000261799	9606.ENSP00000244007	0	0	0	0	0	0.999	0.900	0.874	0	0.999
PTPN11	GRB2	1852389	1852164	9606.ENSP00000340944	9606.ENSP00000339007	0	0	0	0.673	0	0.999	0.900	0.994	0	0.999
SHC1	CBL	1860266	1845465	9606.ENSP00000401303	9606.ENSP00000264033	0	0	0	0	0	0.999	0.900	0.794	0	0.999
HSP90AA1	ESR1	1851814	1842435	9606.ENSP00000335153	9606.ENSP00000206249	0	0	0	0	0	0.999	0	0.688	0	0.999
PTPN11	PDGFRB	1852389	1844996	9606.ENSP00000340944	9606.ENSP00000261799	0	0	0	0	0	0.999	0.900	0.952	0	0.999
PTPN1	GRB2	1855520	1852164	9606.ENSP00000360683	9606.ENSP00000339007	0	0	0	0	0	0.965	0.900	0.925	0	0.999
PTPN11	KIT	1852389	1847112	9606.ENSP00000340944	9606.ENSP00000288135	0	0	0	0	0	0.919	0.900	0.940	0	0.999
HSP90AA1	EGFR	1851814	1846445	9606.ENSP00000335153	9606.ENSP00000275493	0	0	0	0	0	0.990	0.900	0.932	0	0.999
PTK2	PTPN11	1852426	1852389	9606.ENSP00000341189	9606.ENSP00000340944	0	0	0	0	0	0.914	0.900	0.941	0	0.999
GRB2	EGFR	1852164	1846445	9606.ENSP00000339007	9606.ENSP00000275493	0	0	0	0	0	0.999	0.900	0.990	0	0.999
ABL1	GRB2	1855665	1852164	9606.ENSP00000361423	9606.ENSP00000339007	0	0	0	0.778	0.106	0.999	0.800	0.963	0	0.999
EFNA1	EPHA2	1854793	1853684	9606.ENSP00000357392	9606.ENSP00000351209	0	0	0	0	0.467	0.997	0.900	0.988	0	0.999
PTPN11	ERBB2	1852389	1846101	9606.ENSP00000340944	9606.ENSP00000269571	0	0	0	0	0	0.776	0.900	0.968	0	0.999
ABL1	CBL	1855665	1845465	9606.ENSP00000361423	9606.ENSP00000264033	0	0	0	0	0	0.999	0.800	0.623	0	0.999
ABL1	dasatinib	1855665	-3062316	9606.ENSP00000361423	-1.CID003062316	0	0	0	0	0	0.947	0.800	0.966	0	0.999
GRB2	PDGFRB	1852164	1844996	9606.ENSP00000339007	9606.ENSP00000261799	0	0	0	0	0	0.965	0.900	0.934	0	0.999
EGFR	ERBB2	1846445	1846101	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0	0.947	0	0.999	0.900	0.988	0	0.999
EGFR	CBLB	1846445	1845483	9606.ENSP00000275493	9606.ENSP00000264122	0	0	0	0	0	0.999	0.900	0.606	0	0.999
EGFR	STAT3	1846445	1845584	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0	0.999	0.900	0.985	0	0.999
PTPN1	EGFR	1855520	1846445	9606.ENSP00000360683	9606.ENSP00000275493	0	0	0	0	0	0.990	0.900	0.944	0	0.999
ABI1	ABL1	1856444	1855665	9606.ENSP00000365312	9606.ENSP00000361423	0	0	0	0	0	0.999	0.900	0.913	0	0.999
ERBB2	STAT3	1846101	1845584	9606.ENSP00000269571	9606.ENSP00000264657	0	0	0	0	0	0.937	0	0.976	0	0.998
GRB2	PLCG1	1852164	1843693	9606.ENSP00000339007	9606.ENSP00000244007	0	0	0	0.710	0	0.981	0.900	0.921	0	0.998
LCK	STAT3	1852042	1845584	9606.ENSP00000337825	9606.ENSP00000264657	0	0	0	0	0	0.656	0.900	0.956	0	0.998
EPS15	GRB2	1855539	1852164	9606.ENSP00000360798	9606.ENSP00000339007	0	0	0	0	0	0.834	0.900	0.903	0	0.998
DCK	cytarabine	1847023	-6252	9606.ENSP00000286648	-1.CID000006252	0	0	0	0	0	0.800	0.900	0.924	0	0.998
EPHA2	dasatinib	1853684	-3062316	9606.ENSP00000351209	-1.CID003062316	0	0	0	0	0	0.953	0.800	0.838	0	0.998
KIT	dasatinib	1847112	-3062316	9606.ENSP00000288135	-1.CID003062316	0	0	0	0	0	0.932	0.800	0.865	0	0.998
STAT3	PDGFRB	1845584	1844996	9606.ENSP00000264657	9606.ENSP00000261799	0	0	0	0	0	0.868	0.900	0.917	0	0.998
SRC	ERBB2	1853652	1846101	9606.ENSP00000350941	9606.ENSP00000269571	0	0	0	0.716	0	0.984	0.900	0.981	0	0.998
PDGFRB	dasatinib	1844996	-3062316	9606.ENSP00000261799	-1.CID003062316	0	0	0	0	0	0.932	0.800	0.896	0	0.998
SRC	HSP90AA1	1853652	1851814	9606.ENSP00000350941	9606.ENSP00000335153	0	0	0	0	0	0.819	0.900	0.946	0	0.998
HCK	dasatinib	1856392	-3062316	9606.ENSP00000365012	-1.CID003062316	0	0	0	0	0	0.987	0.700	0.580	0	0.998
PTPN11	CBL	1852389	1845465	9606.ENSP00000340944	9606.ENSP00000264033	0	0	0	0	0	0.915	0.900	0.694	0	0.997
BCAR1	ESR1	1859585	1842435	9606.ENSP00000391669	9606.ENSP00000206249	0	0	0	0	0	0.807	0.900	0.864	0	0.997
SRC	PDGFRB	1853652	1844996	9606.ENSP00000350941	9606.ENSP00000261799	0	0	0	0.672	0	0.962	0.900	0.957	0	0.997
GRB2	CBLB	1852164	1845483	9606.ENSP00000339007	9606.ENSP00000264122	0	0	0	0	0	0.994	0	0.550	0	0.997
EGFR	ESR1	1846445	1842435	9606.ENSP00000275493	9606.ENSP00000206249	0	0	0	0	0	0.924	0	0.973	0	0.997
EPHA2	CBL	1853684	1845465	9606.ENSP00000351209	9606.ENSP00000264033	0	0	0	0	0	0.963	0.900	0.413	0	0.997
KHDRBS1	PLCG1	1849655	1843693	9606.ENSP00000313829	9606.ENSP00000244007	0	0	0	0	0	0.996	0	0.310	0	0.997
SHC1	LCK	1860266	1852042	9606.ENSP00000401303	9606.ENSP00000337825	0	0	0	0	0	0.594	0.900	0.937	0	0.997
PTPN1	PDGFRB	1855520	1844996	9606.ENSP00000360683	9606.ENSP00000261799	0	0	0	0	0	0.940	0.900	0.449	0	0.996
SRC	GRB2	1853652	1852164	9606.ENSP00000350941	9606.ENSP00000339007	0	0	0	0.768	0.114	0.949	0.900	0.988	0	0.996
HCK	STAT3	1856392	1845584	9606.ENSP00000365012	9606.ENSP00000264657	0	0	0	0	0	0.843	0.900	0.758	0	0.995
ABL1	HSP90AA1	1855665	1851814	9606.ENSP00000361423	9606.ENSP00000335153	0	0	0	0	0	0.953	0	0.897	0	0.995
LCK	imatinib	1852042	-5291	9606.ENSP00000337825	-1.CID000005291	0	0	0	0	0	0.915	0.700	0.833	0	0.995
BCAR1	GRB2	1859585	1852164	9606.ENSP00000391669	9606.ENSP00000339007	0	0	0	0	0	0.916	0	0.931	0	0.994
SHC1	PDGFRB	1860266	1844996	9606.ENSP00000401303	9606.ENSP00000261799	0	0	0	0	0	0.648	0.800	0.924	0	0.994
BCAR1	ABL1	1859585	1855665	9606.ENSP00000391669	9606.ENSP00000361423	0	0	0	0	0	0.808	0	0.967	0	0.993
CBL	PDGFRB	1845465	1844996	9606.ENSP00000264033	9606.ENSP00000261799	0	0	0	0	0	0.853	0.900	0.581	0	0.993
PTK2	ERBB2	1852426	1846101	9606.ENSP00000341189	9606.ENSP00000269571	0	0	0	0.648	0	0.961	0.800	0.537	0	0.993
ABL1	SRC	1855665	1853652	9606.ENSP00000361423	9606.ENSP00000350941	0	0	0	0.896	0	0.925	0.900	0.989	0	0.993
EGFR	dasatinib	1846445	-3062316	9606.ENSP00000275493	-1.CID003062316	0	0	0	0	0	0.811	0.700	0.877	0	0.992
PTK2	STAT3	1852426	1845584	9606.ENSP00000341189	9606.ENSP00000264657	0	0	0	0	0	0.922	0	0.909	0	0.992
ERBB2	ESR1	1846101	1842435	9606.ENSP00000269571	9606.ENSP00000206249	0	0	0	0	0	0.613	0	0.981	0	0.992
SRC	PTPN11	1853652	1852389	9606.ENSP00000350941	9606.ENSP00000340944	0	0	0	0.615	0	0.861	0.900	0.991	0	0.991
SHC1	KIT	1860266	1847112	9606.ENSP00000401303	9606.ENSP00000288135	0	0	0	0	0	0.237	0.900	0.901	0	0.991
HCK	PLCG1	1856392	1843693	9606.ENSP00000365012	9606.ENSP00000244007	0	0	0	0	0	0.850	0.900	0.335	0	0.989
KIT	CBL	1847112	1845465	9606.ENSP00000288135	9606.ENSP00000264033	0	0	0	0	0	0.809	0.900	0.501	0	0.989
imatinib	dasatinib	-5291	-3062316	-1.CID000005291	-1.CID003062316	0	0	0	0	0	0.297	0	0.984	0	0.989
ABL1	PLCG1	1855665	1843693	9606.ENSP00000361423	9606.ENSP00000244007	0	0	0	0.609	0	0.838	0.900	0.869	0	0.988
SHC1	PTK2	1860266	1852426	9606.ENSP00000401303	9606.ENSP00000341189	0	0	0	0	0	0.576	0.900	0.719	0	0.987
LCK	HSP90AA1	1852042	1851814	9606.ENSP00000337825	9606.ENSP00000335153	0	0	0	0	0	0.873	0	0.887	0	0.985
BCAR1	LCK	1859585	1852042	9606.ENSP00000391669	9606.ENSP00000337825	0	0	0	0	0	0.569	0.900	0.693	0	0.985
BCAR1	HCK	1859585	1856392	9606.ENSP00000391669	9606.ENSP00000365012	0	0	0	0	0	0.569	0.900	0.693	0	0.985
PTPN11	STAT3	1852389	1845584	9606.ENSP00000340944	9606.ENSP00000264657	0	0	0	0	0	0.576	0	0.967	0	0.985
SRC	PLCG1	1853652	1843693	9606.ENSP00000350941	9606.ENSP00000244007	0	0	0	0.615	0	0.808	0.900	0.657	0	0.984
PTPN1	STAT3	1855520	1845584	9606.ENSP00000360683	9606.ENSP00000264657	0	0	0	0	0	0.812	0	0.922	0	0.984
ERBB2	PLCG1	1846101	1843693	9606.ENSP00000269571	9606.ENSP00000244007	0	0	0	0	0	0.880	0.800	0.360	0	0.983
SHC1	ABL1	1860266	1855665	9606.ENSP00000401303	9606.ENSP00000361423	0	0	0	0.614	0	0.874	0.800	0.942	0	0.983
HCK	ABL1	1856392	1855665	9606.ENSP00000365012	9606.ENSP00000361423	0	0	0	0.895	0	0.812	0.900	0.926	0	0.982
BCAR1	PTPN11	1859585	1852389	9606.ENSP00000391669	9606.ENSP00000340944	0	0	0	0	0	0.576	0.900	0.624	0	0.982
HCK	EGFR	1856392	1846445	9606.ENSP00000365012	9606.ENSP00000275493	0	0	0	0.710	0	0.789	0.900	0.700	0	0.982
SRC	imatinib	1853652	-5291	9606.ENSP00000350941	-1.CID000005291	0	0	0	0	0	0.751	0	0.925	0	0.981
HCK	KHDRBS1	1856392	1849655	9606.ENSP00000365012	9606.ENSP00000313829	0	0	0	0	0	0.968	0	0.395	0	0.980
BCAR1	CBL	1859585	1845465	9606.ENSP00000391669	9606.ENSP00000264033	0	0	0	0	0	0.576	0.900	0.582	0	0.980
LCK	PLCG1	1852042	1843693	9606.ENSP00000337825	9606.ENSP00000244007	0	0	0	0	0	0.576	0.900	0.562	0	0.979
PTK2	EGFR	1852426	1846445	9606.ENSP00000341189	9606.ENSP00000275493	0	0	0	0.646	0	0.829	0.800	0.932	0	0.976
EPHA2	GRB2	1853684	1852164	9606.ENSP00000351209	9606.ENSP00000339007	0	0	0	0	0	0.623	0.900	0.393	0	0.975
GRB2	ESR1	1852164	1842435	9606.ENSP00000339007	9606.ENSP00000206249	0	0	0	0	0	0.595	0.900	0.450	0	0.975
HCK	PTPN11	1856392	1852389	9606.ENSP00000365012	9606.ENSP00000340944	0	0	0	0	0	0.174	0.900	0.712	0	0.974
SHC1	SRC	1860266	1853652	9606.ENSP00000401303	9606.ENSP00000350941	0	0	0	0.616	0	0.594	0.900	0.982	0	0.973
PTPN11	LCK	1852389	1852042	9606.ENSP00000340944	9606.ENSP00000337825	0	0	0	0.617	0	0.624	0.900	0.787	0	0.972
SHC1	PTPN11	1860266	1852389	9606.ENSP00000401303	9606.ENSP00000340944	0	0	0	0.614	0	0.564	0.900	0.959	0	0.971
LCK	KIT	1852042	1847112	9606.ENSP00000337825	9606.ENSP00000288135	0	0	0	0.694	0	0.636	0.900	0.759	0	0.970
EFNA1	PDGFRB	1854793	1844996	9606.ENSP00000357392	9606.ENSP00000261799	0	0	0	0	0	0.149	0.800	0.833	0	0.969
GRB2	STAT3	1852164	1845584	9606.ENSP00000339007	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.705	0	0.969
ESR1	lapatinib	1842435	-208908	9606.ENSP00000206249	-1.CID000208908	0	0	0	0	0	0	0.700	0.885	0	0.964
ERBB2	CBL	1846101	1845465	9606.ENSP00000269571	9606.ENSP00000264033	0	0	0	0	0	0.849	0	0.776	0	0.964
ABL1	STAT3	1855665	1845584	9606.ENSP00000361423	9606.ENSP00000264657	0	0	0	0	0	0.240	0	0.952	0	0.962
KIT	STAT3	1847112	1845584	9606.ENSP00000288135	9606.ENSP00000264657	0	0	0	0	0	0.111	0.900	0.612	0	0.962
EPS15	CBL	1855539	1845465	9606.ENSP00000360798	9606.ENSP00000264033	0	0	0	0	0	0	0.900	0.633	0	0.961
KIT	CBLB	1847112	1845483	9606.ENSP00000288135	9606.ENSP00000264122	0	0	0	0	0	0.808	0.800	0	0	0.960
HSP90AA1	STAT3	1851814	1845584	9606.ENSP00000335153	9606.ENSP00000264657	0	0	0	0	0	0.576	0	0.909	0	0.960
PTK2	CBL	1852426	1845465	9606.ENSP00000341189	9606.ENSP00000264033	0	0	0	0	0	0.912	0	0.507	0	0.955
SHC1	PTPN1	1860266	1855520	9606.ENSP00000401303	9606.ENSP00000360683	0	0	0	0	0	0	0.900	0.572	0	0.955
HCK	SRC	1856392	1853652	9606.ENSP00000365012	9606.ENSP00000350941	0	0	0	0.962	0	0.564	0.900	0.839	0	0.955
SRC	PDGFB	1853652	1851250	9606.ENSP00000350941	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.564	0	0.954
ABL1	PDGFB	1855665	1851250	9606.ENSP00000361423	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.561	0	0.954
KIT	PLCG1	1847112	1843693	9606.ENSP00000288135	9606.ENSP00000244007	0	0	0	0	0	0.944	0	0.209	0	0.954
PTK2	dasatinib	1852426	-3062316	9606.ENSP00000341189	-1.CID003062316	0	0	0	0	0	0	0.700	0.849	0	0.953
SHC1	HSP90AA1	1860266	1851814	9606.ENSP00000401303	9606.ENSP00000335153	0	0	0	0	0	0.348	0.900	0.300	0	0.950
CBLB	CBL	1845483	1845465	9606.ENSP00000264122	9606.ENSP00000264033	0	0	0	0.932	0	0.494	0.900	0.506	0	0.949
ABI1	EGFR	1856444	1846445	9606.ENSP00000365312	9606.ENSP00000275493	0	0	0	0	0	0	0.900	0.497	0	0.947
EFNA1	SRC	1854793	1853652	9606.ENSP00000357392	9606.ENSP00000350941	0	0	0	0	0	0.149	0.900	0.432	0	0.947
EPHA2	PTPN11	1853684	1852389	9606.ENSP00000351209	9606.ENSP00000340944	0	0	0	0	0	0.590	0	0.868	0	0.944
BCAR1	PDGFRB	1859585	1844996	9606.ENSP00000391669	9606.ENSP00000261799	0	0	0	0	0	0	0.900	0.471	0	0.944
PTK2	PLCG1	1852426	1843693	9606.ENSP00000341189	9606.ENSP00000244007	0	0	0	0	0	0.926	0	0.264	0	0.943
GRB2	LCK	1852164	1852042	9606.ENSP00000339007	9606.ENSP00000337825	0	0	0	0.765	0.081	0.297	0.900	0.795	0	0.942
HCK	GRB2	1856392	1852164	9606.ENSP00000365012	9606.ENSP00000339007	0	0	0	0.764	0.081	0.297	0.900	0.653	0	0.940
PDGFB	STAT3	1851250	1845584	9606.ENSP00000330382	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.417	0	0.939
BCAR1	EPHA2	1859585	1853684	9606.ENSP00000391669	9606.ENSP00000351209	0	0	0	0	0	0	0.900	0.408	0	0.938
SHC1	EPHA2	1860266	1853684	9606.ENSP00000401303	9606.ENSP00000351209	0	0	0	0	0	0.594	0.800	0.301	0	0.938
DCK	5-azacytidine	1847023	-9444	9606.ENSP00000286648	-1.CID000009444	0	0	0	0	0	0	0	0.937	0	0.938
GRB2	KITLG	1852164	1843134	9606.ENSP00000339007	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.397	0	0.937
EFNA1	CBL	1854793	1845465	9606.ENSP00000357392	9606.ENSP00000264033	0	0	0	0	0	0	0.900	0.389	0	0.936
STAT3	KITLG	1845584	1843134	9606.ENSP00000264657	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.358	0	0.933
GRB2	PDGFB	1852164	1851250	9606.ENSP00000339007	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.360	0	0.933
SHC1	KITLG	1860266	1843134	9606.ENSP00000401303	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.361	0	0.933
EPHA2	HSP90AA1	1853684	1851814	9606.ENSP00000351209	9606.ENSP00000335153	0	0	0	0	0	0.277	0	0.911	0	0.933
PTK2	PDGFRB	1852426	1844996	9606.ENSP00000341189	9606.ENSP00000261799	0	0	0	0.621	0	0.592	0.800	0.559	0	0.932
clofarabine	nelarabine	-119182	-3011155	-1.CID000119182	-1.CID003011155	0	0	0	0	0	0	0	0.931	0	0.931
ABL1	PDGFRB	1855665	1844996	9606.ENSP00000361423	9606.ENSP00000261799	0	0	0	0.625	0	0.080	0.900	0.784	0	0.931
DCK	clofarabine	1847023	-119182	9606.ENSP00000286648	-1.CID000119182	0	0	0	0	0	0.800	0	0.654	0	0.928
BCAR1	EFNA1	1859585	1854793	9606.ENSP00000391669	9606.ENSP00000357392	0	0	0	0	0	0	0.900	0.309	0	0.927
PTPN11	KITLG	1852389	1843134	9606.ENSP00000340944	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.303	0	0.927
EPHA2	SRC	1853684	1853652	9606.ENSP00000351209	9606.ENSP00000350941	0	0	0	0.776	0.090	0.080	0.900	0.923	0	0.927
LCK	EGFR	1852042	1846445	9606.ENSP00000337825	9606.ENSP00000275493	0	0	0	0.713	0	0.101	0.900	0.748	0	0.926
PTPN11	PDGFB	1852389	1851250	9606.ENSP00000340944	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.282	0	0.925
LCK	CBLB	1852042	1845483	9606.ENSP00000337825	9606.ENSP00000264122	0	0	0	0	0	0.599	0.800	0.103	0	0.922
LCK	PDGFRB	1852042	1844996	9606.ENSP00000337825	9606.ENSP00000261799	0	0	0	0.687	0	0.080	0.900	0.598	0	0.921
EFNA1	LCK	1854793	1852042	9606.ENSP00000357392	9606.ENSP00000337825	0	0	0	0	0	0.149	0.900	0.153	0	0.921
LCK	PDGFB	1852042	1851250	9606.ENSP00000337825	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.243	0	0.921
ABL1	cytarabine	1855665	-6252	9606.ENSP00000361423	-1.CID000006252	0	0	0	0	0	0	0.900	0.231	0	0.920
EFNA1	GRB2	1854793	1852164	9606.ENSP00000357392	9606.ENSP00000339007	0	0	0	0	0	0	0.900	0.234	0	0.920
PTPN1	ERBB2	1855520	1846101	9606.ENSP00000360683	9606.ENSP00000269571	0	0	0	0	0	0.114	0	0.913	0	0.920
ABL1	CBLB	1855665	1845483	9606.ENSP00000361423	9606.ENSP00000264122	0	0	0	0	0	0.562	0.800	0.154	0	0.919
HCK	PDGFRB	1856392	1844996	9606.ENSP00000365012	9606.ENSP00000261799	0	0	0	0.691	0	0.080	0.900	0.518	0	0.918
SHC1	HCK	1860266	1856392	9606.ENSP00000401303	9606.ENSP00000365012	0	0	0	0	0	0.084	0.800	0.574	0	0.915
PDGFB	CBL	1851250	1845465	9606.ENSP00000330382	9606.ENSP00000264033	0	0	0	0	0	0	0.900	0.194	0	0.915
HCK	EFNA1	1856392	1854793	9606.ENSP00000365012	9606.ENSP00000357392	0	0	0	0	0	0.149	0.900	0.087	0	0.915
PTPN1	PDGFB	1855520	1851250	9606.ENSP00000360683	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.167	0	0.913
HSP90AA1	PLCG1	1851814	1843693	9606.ENSP00000335153	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.156	0	0.912
SHC1	PLCG1	1860266	1843693	9606.ENSP00000401303	9606.ENSP00000244007	0	0	0	0	0	0.812	0	0.547	0	0.911
BCAR1	PDGFB	1859585	1851250	9606.ENSP00000391669	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.152	0	0.911
EPHA2	LCK	1853684	1852042	9606.ENSP00000351209	9606.ENSP00000337825	0	0	0	0.785	0.072	0	0.900	0.419	0	0.911
PDGFB	EGFR	1851250	1846445	9606.ENSP00000330382	9606.ENSP00000275493	0	0	0	0	0	0	0.800	0.570	0	0.910
ABL1	LCK	1855665	1852042	9606.ENSP00000361423	9606.ENSP00000337825	0	0	0	0.900	0	0	0.900	0.926	0	0.909
HCK	EPHA2	1856392	1853684	9606.ENSP00000365012	9606.ENSP00000351209	0	0	0	0.790	0.072	0	0.900	0.317	0	0.909
PDGFB	PLCG1	1851250	1843693	9606.ENSP00000330382	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.119	0	0.908
HCK	PDGFB	1856392	1851250	9606.ENSP00000365012	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.126	0	0.908
PDGFB	KIT	1851250	1847112	9606.ENSP00000330382	9606.ENSP00000288135	0	0	0	0	0	0	0.800	0.551	0	0.906
SRC	LCK	1853652	1852042	9606.ENSP00000350941	9606.ENSP00000337825	0	0	0.526	0.961	0	0	0.900	0.975	0	0.905
PDGFRB	KITLG	1844996	1843134	9606.ENSP00000261799	9606.ENSP00000228280	0	0	0	0	0	0	0.800	0.538	0	0.903
HCK	LCK	1856392	1852042	9606.ENSP00000365012	9606.ENSP00000337825	0	0	0	0.975	0	0	0.900	0.829	0	0.902
SHC1	ESR1	1860266	1842435	9606.ENSP00000401303	9606.ENSP00000206249	0	0	0	0	0	0.808	0	0.509	0	0.901
HSP90AA1	KIT	1851814	1847112	9606.ENSP00000335153	9606.ENSP00000288135	0	0	0	0	0	0.096	0	0.895	0	0.901
CBLB	PLCG1	1845483	1843693	9606.ENSP00000264122	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0	0	0.900
EPS15	ERBB2	1855539	1846101	9606.ENSP00000360798	9606.ENSP00000269571	0	0	0	0	0	0.573	0	0.765	0	0.895
